관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,용적율,지상층수,지하층수,승강기_수,주차_대수
11500-100232622,,지상,서울특별시 강서구 공항대로 367,125.93,4,1,1,27
11290-31409,,지상,상월곡동 7-108,0.0,1,0,0,0
11380-28189,,지상,응암동 754-1,0.0,1,0,0,0
11650-9427,,지상,서울특별시 서초구 동산로6길 16,258.17,6,1,1,9
11380-26294,,지상,서울특별시 은평구 응암로 206,0.0,2,1,0,0
11305-23164,,지상,서울특별시 강북구 삼양로 441,199.97,5,1,1,14
11680-19204,,지상,서울특별시 강남구 역삼로11길 3-3,184.67,4,1,0,3
11380-100318073,,지상,서울특별시 은평구 북한산로 256-1,74.2,2,0,0,2
11440-25696,,지상,서울특별시 마포구 월드컵로23길 91,109.65,2,1,0,0
11740-13596,,지상,서울특별시 강동구 성내로6길 34,228.29,5,1,1,3
11740-13208,,지상,서울특별시 강동구 양재대로102길 33,98.88,2,1,0,0
11740-1862,11740-490,지상,서울특별시 강동구 구천면로 200,0.0,5,1,0,0
11680-3992,,지상,서울특별시 강남구 학동로 501,317.06,9,2,2,37
11440-1000000000000001379173,,지상,서울특별시 마포구 백범로10길 26,249.4,7,1,1,6
11710-23974,,지상,서울특별시 송파구 송파대로37길 30,0.0,3,1,0,2
11530-15455,,지상,서울특별시 구로구 구로중앙로31길 6,245.34,5,1,0,3
11710-16238,,지상,서울특별시 송파구 송파대로 404-1,0.0,4,1,0,3
11650-100222301,,지상,서울특별시 서초구 성촌1길 6,221.59,4,2,1,10
11410-24899,,지상,서울특별시 서대문구 증가로30길 29-5,0.0,3,1,0,0
11410-30048,,지상,서울특별시 서대문구 모래내로 213,0.0,4,1,0,5
11410-12457,,지상,서울특별시 서대문구 연세로7안길 14,0.0,3,1,0,2
11440-1000000000000001441431,,지상,서울특별시 마포구 동교로41길 30,144.59,3,1,0,2
11410-7728,,지상,서울특별시 서대문구 통일로 419-2,0.0,2,0,0,0
11710-13384,,지상,서울특별시 송파구 위례성대로 48,162.32,4,1,0,19
11710-11825,,지상,서울특별시 송파구 가락로16길 2-7,249.03,5,1,0,5
11620-21320,,지상,서울특별시 관악구 양녕로16길 4,119.23,2,1,0,0
11620-13335,,지상,서울특별시 관악구 장군봉2길 32,119.11,2,0,0,3
11380-25996,,지상,서울특별시 은평구 응암로22길 21,0.0,4,1,0,2
11380-14331,,지상,서울특별시 은평구 통일로87길 5-9,187.57,4,1,0,0
11380-12692,,지상,서울특별시 은평구 갈현로 327,0.0,3,1,0,0
11650-8285,,지상,서울특별시 서초구 바우뫼로27길 7-21,295.96,7,1,1,8
11410-1000000000000001545085,11410-100198341,지상,서울특별시 서대문구 서소문로 43-12,1.8265,2,0,0,0
11680-100269836,,지상,서울특별시 강남구 테헤란로81길 60-4,56.09,1,0,0,1
11680-100267634,,지상,서울특별시 강남구 강남대로78길 33-9,249.37,6,1,1,7
11380-6163,,지상,서울특별시 은평구 불광로13길 1,100.59,2,1,0,0
11650-16825,,지상,서울특별시 서초구 서초중앙로20길 24,310.0,6,1,1,7
11710-1000000000000001218167,,지상,서울특별시 송파구 오금로36길 48,199.88,6,1,1,9
11710-1000000000000000732675,,지상,서울특별시 송파구 동남로 130,249.64,6,1,1,8
11710-1000000000000000394431,,지상,서울특별시 송파구 가락로21길 14,199.5,5,1,1,3
11680-8855,,지상,서울특별시 강남구 언주로153길 14-6,147.77,3,1,0,4
11680-5767,,지상,서울특별시 강남구 봉은사로24길 74,61.96,2,1,0,4
11680-5300,,지상,서울특별시 강남구 도산대로1길 80,191.44,4,1,0,5
11680-4980,,지상,서울특별시 강남구 압구정로 432,299.52,7,3,1,10
11650-14540,,지상,서울특별시 서초구 서운로6길 21-7,210.5,4,1,0,4
11650-1454,,지상,서울특별시 서초구 청두곶2길 26,0.0,3,1,0,0
11680-7844,,지상,서울특별시 강남구 논현로 609,299.77,6,3,2,35
11680-3832,,지상,서울특별시 강남구 선릉로121길 13,277.44,6,1,0,8
11680-2842,,지상,서울특별시 강남구 강남대로114길 16,299.27,6,1,1,6
11680-2712,,지상,서울특별시 강남구 언주로98길 33,250.59,5,1,1,5
11680-20069,,지상,서울특별시 강남구 도곡로 133,280.95,6,1,0,9
11545-7606,,지상,서울특별시 금천구 금하로 714,233.92,4,1,0,0
11680-23329,,지상,서울특별시 강남구 논현로150길 41,0.0,2,1,0,0
11680-22620,,지상,서울특별시 강남구 학동로12길 20,200.07,4,1,0,2
11380-100251958,,지상,서울특별시 은평구 불광로 128,233.84,6,0,1,5
11590-23662,,지상,서울특별시 동작구 남부순환로 2073,284.02,6,1,0,7
11590-29243,,지상,서울특별시 동작구 성대로2길 1,59.44,1,1,0,0
11590-100186070,,지상,서울특별시 동작구 동작대로27가길 6,292.97,5,1,1,13
11680-11655,,지상,서울특별시 강남구 논현로121길 50,177.19,3,1,0,8
11680-11648,,지상,서울특별시 강남구 가로수길 50,155.87,3,1,0,0
11680-15212,,지상,서울특별시 강남구 테헤란로5길 51-13,81.21,2,1,0,4
11680-100297443,,지상,서울특별시 강남구 압구정로4길 15,198.614,5,1,1,4
11650-11553,,지상,서울특별시 서초구 신반포로47길 19,247.77,5,1,0,5
11560-21077,,지상,서울특별시 영등포구 도신로 198,0.0,2,1,0,0
11440-1000000000000001485762,,지상,서울특별시 마포구 성미산로 88-11,174.6,5,1,1,7
11440-100218612,,지상,서울특별시 마포구 대흥로6길 13,199.99,5,0,1,4
11680-100262790,,지상,서울특별시 강남구 자곡로 114,248.21,5,2,2,26
11680-100260410,,지상,서울특별시 강남구 밤고개로 254,116.13,2,0,0,5
11680-100196187,,지상,서울특별시 강남구 압구정로79길 81,233.9774,6,3,2,14
11680-100194287,,지상,서울특별시 강남구 논현로 822,249.15,6,1,1,12
11680-1000000000000001546349,,지상,서울특별시 강남구 논현로105길 11-1,87.45,2,1,1,2
11500-1000000000000001531396,,지상,서울특별시 강서구 화곡로14길 11-2,199.49,5,1,1,3
11560-3623,,지상,서울특별시 영등포구 국회대로54길 39,0.0,5,1,0,0
11590-10740,,지상,서울특별시 동작구 만양로14길 20,252.59,3,1,0,0
11590-11593,,지상,서울특별시 동작구 보라매로9길 3-3,106.48,2,1,0,0
11560-10099,11560-100257773,지상,서울특별시 영등포구 당산로47길 11,0.0,3,1,0,0
11500-25076,,지상,서울특별시 강서구 까치산로 102,180.93,4,1,0,5
11140-10077,,지상,서울특별시 중구 을지로44길 31,0.0,3,1,1,0
11140-23185,,지상,서울특별시 중구 퇴계로87길 36,0.0,2,1,0,0
11350-100213357,11350-100222009,지상,서울특별시 노원구 동일로216길 46,1.31,1,0,0,0
11170-9519,,지상,서울특별시 용산구 한강대로 212-2,0.0,1,0,0,0
11710-18146,,지상,서울특별시 송파구 백제고분로41길 12-11,77.4557,2,1,0,0
11305-100236704,,지상,서울특별시 강북구 한천로 1118,243.2,6,1,1,10
11200-1000000000000001447252,,지상,서울특별시 성동구 독서당로 300,359.37,8,1,1,17
11200-1000000000000001494423,,지상,서울특별시 성동구 용답길 157-32,198.05,4,0,1,2
11590-29471,,지상,서울특별시 동작구 사당로28길 10-1,0.0,2,1,0,0
11200-12497,,지상,서울특별시 성동구 금호산길 42,219.78,4,1,0,8
11200-14972,11200-1228,지상,서울특별시 성동구 독서당로 302,182.62,3,1,1,80
11200-19942,,지상,서울특별시 성동구 동일로 29,0.0,1,0,0,0
11200-23771,,지상,서울특별시 성동구 송정12나길 18,0.0,1,1,0,0
11200-8985,,지상,서울특별시 성동구 왕십리로 257,0.0,6,3,0,0
11230-100194565,,지상,서울특별시 동대문구 회기로31길 13,329.02,9,1,1,2
11230-100231272,,지상,서울특별시 동대문구 회기로31나길 41,318.88,8,0,1,3
11230-26716,,지상,서울특별시 동대문구 망우로10길 50,0.0,2,1,0,0
11230-30008,,지상,서울특별시 동대문구 왕산로 261,0.0,2,0,0,0
11230-31332,,지상,용두동 723-13,0.0,1,0,0,0
11230-31424,,지상,서울특별시 동대문구 전농로 13-1,0.0,1,0,0,0
11230-34243,,지상,서울특별시 동대문구 서울시립대로 66-2,143.31,3,1,0,0
11230-16738,,지상,서울특별시 동대문구 약령시로 89,59.25,1,0,0,0
11230-21369,,지상,서울특별시 동대문구 전농로17길 19,0.0,2,1,0,0
11230-15907,,지상,서울특별시 동대문구 무학로49길 94,0.0,1,0,0,0
11230-16039,,지상,서울특별시 동대문구 약령시로 65,210.5466,4,1,0,6
11440-100285203,,지상,서울특별시 마포구 임정로 71-2,185.04,4,2,1,3
11440-17120,,지상,서울특별시 마포구 서강로 71,74.03,2,0,0,0
11440-18915,,지상,서울특별시 마포구 와우산로33길 12,0.0,2,1,0,0
11440-19126,,지상,서울특별시 마포구 와우산로29다길 14,0.0,2,1,0,0
11440-19632,,지상,서울특별시 마포구 와우산로19길 9,259.02,5,1,0,7
11440-20403,,지상,서울특별시 마포구 독막로9길 31-4,78.67,2,1,0,0
11230-3895,11230-208,지상,서울특별시 동대문구 이문로25길 23,229.32,4,1,1,10
11440-24869,,지상,서울특별시 마포구 월드컵로19길 80,151.81,3,1,0,3
11440-29124,,지상,서울특별시 마포구 성미산로 98,299.83,6,0,1,7
11260-1000000000000001486197,,지상,서울특별시 중랑구 동일로 640,249.81,7,2,1,26
11260-100186863,11260-100195927,지상,서울특별시 중랑구 양원역로16길 103-111,69.57,2,0,0,1
11260-100260210,,지상,서울특별시 중랑구 봉화산로53길 31,151.85,4,0,0,2
11260-18327,,지상,서울특별시 중랑구 동일로 796,190.96,4,1,0,11
11260-23526,,지상,서울특별시 중랑구 동일로 923,0.0,3,1,0,0
11260-3076,,지상,서울특별시 중랑구 겸재로 208,218.18,4,0,0,3
11260-10755,,지상,서울특별시 중랑구 면목로63길 63,208.7,4,1,0,0
11260-8633,,지상,서울특별시 중랑구 면목로21길 16,195.05,4,1,0,3
11290-24705,,지상,서울특별시 성북구 삼양로 55,188.56,5,1,0,0
11290-26748,,지상,서울특별시 성북구 월곡로10길 190-1,129.8,2,0,0,0
11290-26851,,지상,서울특별시 성북구 북악산로29길 27,199.86,5,1,1,5
11290-36460,,지상,서울특별시 성북구 돌곶이로39길 16,100.62,2,1,0,0
11290-100266211,,지상,서울특별시 성북구 돌곶이로 211,166.4,4,1,1,2
11440-30511,,지상,서울특별시 마포구 월드컵북로 205,0.0,4,1,0,0
11500-100236777,,지상,서울특별시 강서구 양천로30길 95,210.39,5,0,1,3
11305-8922,,지상,서울특별시 강북구 솔샘로 239,153.6593,3,1,0,7
11305-4064,,지상,서울특별시 강북구 도봉로 274-1,0.0,3,1,0,0
11305-26650,,지상,서울특별시 강북구 인수봉로77길 3,0.0,1,0,0,0
11305-21200,,지상,서울특별시 강북구 도봉로 345,154.7,3,1,0,0
11305-1576,,지상,서울특별시 강북구 월계로3길 5,0.0,5,1,0,0
11305-15389,,지상,서울특별시 강북구 덕릉로41길 85,179.67,3,1,0,0
11290-100200050,,지상,서울특별시 성북구 종암로23길 16,188.59,4,2,0,6
11560-20426,,지상,서울특별시 영등포구 도신로51길 7-16,0.0,4,1,0,0
11560-13734,11560-498,지상,문래동2가 30-1,0.0,1,0,0,0
11470-100212845,11470-677,지상,서울특별시 양천구 목동로 212,0.0,3,1,0,0
11470-15909,,지상,서울특별시 양천구 목동서로 67,687.12,12,1,0,0
11230-36698,,지상,서울특별시 동대문구 약령시로 37,99.0,2,1,0,2
11470-18569,,지상,서울특별시 양천구 목동중앙남로 57-7,212.95,6,1,0,6
11230-30719,,지상,서울특별시 동대문구 경희대로 19-9,160.7,4,1,0,6
11200-8576,,지상,서울특별시 성동구 마조로 15-11,218.87,5,1,0,3
11230-27210,,지상,서울특별시 동대문구 왕산로32길 50,0.0,3,1,0,0
11560-21745,,지상,서울특별시 영등포구 신길로 199,276.9,6,1,1,11
11230-16148,,지상,서울특별시 동대문구 무학로26길 5,0.0,4,1,0,5
11140-3483,,지상,서울특별시 중구 세종대로1길 3,421.13,5,1,0,0
11110-9660,,지상,서울특별시 종로구 종로56길 44,0.0,5,1,0,0
11170-8967,,지상,서울특별시 용산구 이태원로36길 34,122.65,3,1,0,1
11500-27051,,지상,서울특별시 강서구 양천로30길 86,109.94,2,1,0,0
11140-18474,,지상,서울특별시 중구 다산로33다길 6-11,0.0,1,1,0,0
11710-100557236,11710-100556202,지상,서울특별시 송파구 위례송파로 123,0.0,1,1,0,0
11740-6846,,지상,서울특별시 강동구 양재대로100길 48,259.3,5,1,0,8
11140-18889,,지상,서울특별시 중구 다산로29길 39,294.74,6,2,0,15
11230-100205246,,지상,서울특별시 동대문구 회기로31길 11,325.21,9,1,1,1
11710-1140,11710-146,지상,서울특별시 송파구 송파대로24길 12,0.0,3,1,0,0
11710-1988,11710-347,지상,서울특별시 송파구 올림픽로 424,0.0,1,0,0,0
11710-21254,,지상,서울특별시 송파구 오금로 227,242.0106,5,1,0,9
11710-24447,,지상,서울특별시 송파구 백제고분로11길 6-5,199.88,4,1,0,5
11710-10378,,지상,서울특별시 송파구 오금로 515,49.54,1,1,0,0
11710-10921,,지상,서울특별시 송파구 송파대로 456,161.96,3,1,0,0
11440-28747,,지상,서울특별시 마포구 동교로38길 33-6,0.0,2,1,0,0
11440-21904,,지상,서울특별시 마포구 월드컵북로2길 57,292.39,6,2,1,19
11215-3858,,지상,서울특별시 광진구 천호대로113길 5,231.96,5,0,0,4
11440-19686,,지상,서울특별시 마포구 잔다리로6길 22,236.35,5,1,0,0
11440-17054,,지상,서울특별시 마포구 와우산로 128,199.74,4,1,1,2
11440-13814,,지상,서울특별시 마포구 백범로 116,0.0,4,1,0,4
11305-20866,11305-100037143,지상,서울특별시 강북구 한천로 1048,0.0,3,1,0,0
11380-100218571,,지상,서울특별시 은평구 통일로66길 10-7,356.28,9,0,1,0
11260-1023,,지상,서울특별시 중랑구 겸재로64길 19,146.0,3,1,0,0
11260-16150,,지상,서울특별시 중랑구 중랑천로12길 59,217.8,5,1,0,4
11260-18477,,지상,서울특별시 중랑구 동일로 762,181.89,4,1,0,2
11530-13920,,지상,서울특별시 구로구 가마산로 222,0.0,3,1,0,0
11530-21656,,지상,서울특별시 구로구 도림로 81,198.7,4,1,1,0
11530-19029,,지상,서울특별시 구로구 구로중앙로 22,0.0,4,1,0,0
11215-13589,,지상,서울특별시 광진구 자양로 187,0.0,2,1,0,0
11215-13338,,지상,서울특별시 광진구 자양로26길 39,200.38,4,1,0,4
11215-11911,,지상,서울특별시 광진구 아차산로63길 31,177.64,4,1,1,5
11260-3957,,지상,서울특별시 중랑구 동일로102길 58,0.0,2,1,0,0
11260-4532,,지상,서울특별시 중랑구 겸재로 139,0.0,2,1,0,0
11620-1000000000000001421405,,지상,서울특별시 관악구 신림동길 35-6,284.28,8,1,1,5
11215-100267091,,지상,서울특별시 광진구 뚝섬로 679,230.87,6,1,1,8
11140-1000000000000001524620,,지상,서울특별시 중구 을지로 282-5,118.63,2,0,0,0
11500-100334432,,지상,서울특별시 강서구 마곡중앙8로5길 63,296.79,5,3,2,63
11140-7721,,지상,서울특별시 중구 퇴계로42길 37,0.0,2,0,0,0
11140-22140,11140-218,지상,서울특별시 중구 다산로 32,0.0,4,1,1,0
11260-18295,,지상,서울특별시 중랑구 동일로 808,131.21,3,1,0,2
11140-1000000000000001414166,,지상,서울특별시 중구 퇴계로 452,671.97,13,2,1,1
11290-9086,,지상,서울특별시 성북구 보문로31길 80,232.92,5,1,0,5
11560-25674,,지상,서울특별시 영등포구 영등포로 400,450.11,9,1,0,20
11560-25667,,지상,서울특별시 영등포구 영등포로 408,218.63,3,1,0,0
11440-24790,,지상,서울특별시 마포구 월드컵로17길 38,119.88,2,1,0,0
11440-20241,,지상,서울특별시 마포구 잔다리로3길 17,95.63,2,0,0,2
11140-16517,,지상,서울특별시 중구 다산로44길 72,224.99,5,1,0,5
11545-11163,,지상,서울특별시 금천구 시흥대로71길 37,66.43,2,0,0,5
11545-1709,11545-278,지상,서울특별시 금천구 범안로 1136,0.0,2,0,0,0
11545-17877,,지상,서울특별시 금천구 독산로29길 10,208.25,4,1,0,3
11170-4256,,지상,서울특별시 용산구 청파로 321,176.81,4,1,0,0
11740-6009,,지상,서울특별시 강동구 구천면로 258,249.7,5,1,0,7
11170-100194433,,지상,서울특별시 용산구 백범로 284-5,199.81,4,0,0,2
11200-21488,,지상,서울특별시 성동구 연무장5가길 32,212.17,4,1,0,3
11200-20255,,지상,서울특별시 성동구 뚝섬로15길 27-10,93.08,2,1,0,0
11200-19515,,지상,서울특별시 성동구 서울숲7길 7-1,59.05,1,0,0,0
11545-8084,,지상,서울특별시 금천구 독산로67길 34,197.38,4,1,0,4
11200-19106,11200-481,지상,서울특별시 성동구 왕십리로 94-2,160.11,4,0,0,0
11200-19107,11200-481,지상,서울특별시 성동구 왕십리로6길 2,0.0,1,0,0,0
11200-17454,,지상,서울특별시 성동구 상원10길 23,0.0,4,1,0,0
11200-17336,,지상,서울특별시 성동구 상원4길 9,199.0,5,1,0,6
11440-20032,,지상,서울특별시 마포구 양화로11길 41,0.0,3,1,0,0
11590-6087,,지상,서울특별시 동작구 상도로67길 31,194.51,4,1,0,4
11680-1000000000000001530109,,지상,서울특별시 강남구 논현로 201,274.6266,7,4,2,89
11170-100220966,,지상,서울특별시 용산구 보광로 120-2,69.95,2,0,1,3
11170-100224483,,지상,서울특별시 용산구 청파로61길 5,241.11,8,3,1,36
11680-100247689,,지상,서울특별시 강남구 논현로6길 11,191.55,5,1,1,7
11170-11292,,지상,서울특별시 용산구 한강대로 348,0.0,3,0,0,0
11170-13375,,지상,서울특별시 용산구 신흥로 115-3,99.82,2,1,0,0
11710-15986,,지상,서울특별시 송파구 백제고분로7길 57,458.87,9,2,1,4
11170-14501,,지상,서울특별시 용산구 대사관로31길 7-3,104.32,4,0,0,4
11170-15218,,지상,서울특별시 용산구 신흥로3가길 2,147.63,3,1,0,0
11170-15338,,지상,서울특별시 용산구 한강대로10길 15,0.0,3,1,0,0
11170-19536,,지상,서울특별시 용산구 원효로19길 72-1,268.43,5,1,0,0
11170-19945,,지상,서울특별시 용산구 보광로 65,0.0,1,0,0,0
11170-23921,,지상,서울특별시 용산구 회나무로13가길 49-3,55.93,1,0,0,0
11710-100534702,,지상,서울특별시 송파구 위례성대로18길 12,198.67,4,0,1,4
11200-18068,,지상,서울특별시 성동구 성덕정길 55,201.17,4,1,0,5
11680-100260990,,지상,서울특별시 강남구 선릉로135길 12,198.93,4,1,0,5
11650-100256055,,지상,서울특별시 서초구 샘마을2길 33,99.0342,3,0,0,4
