건축물대장 관리번호,용적율,지상층수,지하층수,승강기 수,주차 대수
11620-100192047,158.55,3,0,0,0
11560-14759,76.97,1,0,0,0
11560-12611,0.0,1,0,0,0
11410-22498,172.33,4,1,0,2
11290-3759,54.86,2,1,0,4
11290-13638,47.67,1,0,0,0
11620-5147,284.29,5,1,1,5
11740-19108,119.34,5,1,0,28
11650-100185328,245.9,6,2,1,11
11305-12744,0.0,1,0,0,0
11230-100235172,199.87,5,0,1,4
11290-44078,0.0,2,1,0,0
11200-3366,0.0,3,1,0,0
11560-15347,90.03,1,0,0,0
11560-14760,0.0,1,0,0,0
11560-15663,232.19,4,1,0,0
11560-100194317,399.29,9,0,1,5
11560-14748,130.77,2,0,0,0
11560-14750,0.0,1,0,0,0
11140-4831,0.0,6,1,0,0
11560-14757,0.0,1,0,0,0
11560-14761,71.79,2,0,0,2
11560-15136,0.0,1,0,0,0
11440-7081,202.05,4,1,0,0
11410-14655,146.94,3,0,0,2
11560-15143,80.93,1,0,0,0
11440-14622,166.3,3,1,0,1
11290-30401,0.0,1,0,0,0
11290-13640,48.63,1,0,0,0
11650-8153,234.05,6,1,1,6
11560-16097,0.0,1,0,0,0
11560-15133,0.0,1,0,0,0
11560-16099,0.0,1,0,0,0
11560-14765,63.81,1,0,0,0
11590-8045,149.13,3,1,0,2
11560-14768,70.65,1,0,0,0
11560-14769,73.63,1,0,0,0
11560-14771,63.69,1,0,0,0
11710-20268,183.94,4,1,0,6
11440-30326,289.6,5,1,1,8
11560-14773,80.02,1,0,0,0
11560-15833,0.0,2,0,0,0
11215-11683,0.0,3,1,0,5
11500-100266632,249.69,6,1,1,12
11560-13528,0.0,1,0,0,0
11560-15834,0.0,1,0,0,0
11560-15710,0.0,1,0,0,0
11410-29963,0.0,1,1,0,0
11710-21699,0.0,4,1,0,3
11560-13524,64.96,1,0,0,0
11560-16458,96.66,1,0,0,0
11560-16459,0.0,1,0,0,0
11710-22963,0.0,4,1,0,3
11560-16461,0.0,1,0,0,0
11560-16463,95.36,1,0,0,0
11560-12875,0.0,3,1,0,0
11560-15722,0.0,1,0,0,0
11560-15734,0.0,1,0,0,0
11560-15739,0.0,1,0,0,0
11560-15741,0.0,1,0,0,0
11560-15742,18.76,1,0,0,0
11560-15747,0.0,2,0,0,0
11680-24030,171.52,4,1,0,6
11560-14019,0.0,2,1,0,0
11560-14022,0.0,2,1,0,0
11110-6293,0.0,1,0,0,0
11710-10869,0.0,4,1,0,6
11440-22677,99.71,2,1,0,0
11290-2300,0.0,1,0,0,0
11290-22964,137.9155,2,1,0,0
11440-31221,56.97,2,0,0,2
11545-1835,0.0,3,1,0,0
11290-2667,34.15,2,1,0,0
11290-25312,0.0,3,1,0,1306
11200-9391,221.8,5,1,0,5
11110-23514,0.0,2,0,0,0
11560-14692,0.0,1,0,0,0
11110-20522,121.01,3,1,0,0
11290-2616,0.0,1,0,0,0
11290-2617,31.13,1,0,0,0
11560-14696,0.0,1,0,0,0
11110-21345,0.0,4,1,0,0
11110-20583,0.0,4,0,0,0
11680-100305843,199.94,5,1,1,5
11560-13392,0.0,1,0,0,0
11290-26248,0.0,3,0,0,0
11290-28442,0.0,2,0,0,0
11215-21119,268.37,5,1,1,10
11290-28443,0.059,1,0,0,0
11560-14736,69.32,1,0,0,0
11215-21121,270.68,5,1,1,10
11305-100206861,197.25,4,1,1,4
11290-33045,0.0,5,1,0,0
11200-8371,248.1,5,1,0,4
11290-33116,135.76,3,1,0,0
11140-10084,0.0,4,1,0,0
11560-12825,135.1,2,0,0,0
11290-33132,80.95,2,0,0,3
11290-33163,0.0,4,1,0,0
11290-33301,0.0,2,1,0,0
11290-37691,137.25,3,1,0,0
11290-37694,192.27,5,2,0,8
11560-14551,0.0,2,0,0,0
11560-14556,0.0,3,1,0,0
11215-100267032,0.0,3,0,0,0
11560-13336,0.0,1,0,0,0
11560-13923,17.07,1,0,0,0
11560-13928,88.27,1,0,0,0
11560-13929,91.52,1,0,0,0
11290-44215,252.34,5,1,0,7
11290-44217,68.37,2,0,0,2
11410-19452,0.0,1,0,0,0
11215-13382,0.0,3,1,0,9
11500-100228611,88.04,3,0,0,8
11500-100234451,211.11,5,0,1,7
11710-19222,0.0,3,1,0,3
11560-13663,70.21,1,0,0,0
11560-13665,90.12,1,0,0,0
11170-25050,0.0,3,1,0,0
11560-12651,0.0,3,1,0,2
11320-7202,149.49,3,1,0,0
11710-20415,0.0,4,1,0,4
11560-11980,0.0,1,0,0,0
11710-20455,298.69,6,0,1,8
11560-11982,0.0,4,1,0,3
11710-20469,245.75,5,1,0,7
11560-11983,206.83,4,1,0,0
11260-30358,59.92,1,0,0,1
11290-12267,136.3,3,1,0,0
11470-14896,140.27,3,0,0,7
11560-12883,0.0,3,1,0,3
11530-16158,404.3,9,1,1,14
11560-13891,54.64,1,0,0,0
11560-13895,0.0,3,1,0,0
11560-13898,73.36,1,0,0,0
11560-13899,0.0,1,0,0,0
11560-13902,0.0,1,0,0,0
11560-13903,0.0,1,0,0,0
11470-18313,0.0,2,1,0,0
11560-13910,0.0,1,0,0,0
11560-13911,0.0,4,1,0,0
11290-20805,0.0,1,0,0,0
11290-22264,0.0,3,0,0,467
11410-29706,0.0,3,1,0,0
11560-100256629,36.21,5,0,1,0
11560-16692,0.0,3,1,0,0
11560-16744,0.0,3,1,0,2
11290-26249,0.0,3,0,0,0
11290-26261,0.0,3,0,0,0
11290-26263,0.0,3,0,0,0
11290-26390,187.95,4,1,0,10
11680-2719,0.0,4,1,0,0
11260-22834,0.0,5,1,0,0
11410-4206,0.0,1,0,0,0
11290-2652,0.0,1,1,0,0
11410-8908,198.29,4,1,0,0
11260-30658,111.25,2,1,0,0
11290-28509,192.62,4,1,0,0
11560-11931,128.69,3,1,0,0
11560-16752,0.0,3,1,0,0
11530-11023,68.13,3,1,0,0
11290-28552,187.4,4,1,0,4
11230-23970,191.3,4,1,0,0
11215-19625,0.0,3,1,0,2
11290-28555,0.0,3,1,0,0
11290-2857,277.74,5,1,1,14
11290-28586,0.0,2,1,0,0
11305-8679,0.0,2,1,0,0
11560-14746,79.43,1,0,0,0
11560-14745,54.38,1,0,0,0
11680-2729,0.0,4,1,0,0
11290-33324,0.0,1,1,0,0
11440-21870,148.48,3,1,0,0
11560-11504,21.34,5,1,0,1
11140-11220,285.6,4,1,0,3
11140-13054,0.0,2,0,0,0
11305-29993,0.0,4,1,0,0
11740-14486,198.79,5,1,0,6
11680-14785,359.51,7,1,1,4
11440-14698,0.0,4,1,0,0
11305-100226292,324.45,9,0,1,4
11290-37847,0.0,3,1,0,0
11680-14885,0.0,3,1,0,1
11560-11641,91.6,2,0,0,0
11440-14669,0.0,3,1,0,0
11560-13814,53.15,1,0,0,0
11560-13810,0.0,1,0,0,0
11560-13815,0.0,1,0,0,0
11560-14815,0.0,1,0,0,0
11290-40319,0.0,3,1,0,0
11305-16699,0.0,2,1,0,0
11680-100268174,56.71,2,2,1,11
11290-40701,0.0,3,1,0,0
11680-14927,245.27,5,1,0,3
11560-13809,0.0,1,0,0,0
11410-2679,0.0,1,0,0,0
11680-14929,0.0,2,1,0,0
11290-4547,297.94,5,1,1,5
11290-4552,147.8,4,2,1,44
11560-13860,0.0,1,0,0,0
11560-14813,75.25,1,0,0,0
11560-16147,0.0,1,0,0,0
11260-5797,0.0,4,1,0,0
11740-15100,61.11,2,0,0,3
11500-100235122,57.37,1,1,0,20
11440-1000000000000000262986,179.11,4,2,1,3
11140-8491,142.88,3,1,0,0
11710-100231987,199.94,5,0,1,7
11710-100232277,113.68,3,0,0,4
11560-13284,0.0,3,0,0,0
11710-23165,187.61,4,1,0,3
11560-13765,0.0,1,0,0,0
11560-13771,204.92,4,0,0,0
11500-10911,237.22,4,1,0,2
11290-12302,0.0,1,0,0,0
11170-27347,0.0,1,0,0,0
11170-100225439,180.59,4,1,0,4
11140-23919,297.4,5,1,0,2
11290-12313,218.46,4,1,0,0
11560-13912,0.0,3,1,0,0
11170-8762,0.0,2,0,0,0
11305-6425,179.58,4,1,0,5
11620-25532,0.0,2,1,0,0
11560-12891,50.72,2,0,0,0
11170-27097,0.0,1,0,0,0
11170-7482,0.0,2,1,0,0
11290-21110,0.0,4,1,0,8
11560-12775,0.0,3,1,0,0
11110-9995,0.0,4,0,0,0
11290-21152,0.0,3,1,0,0
11290-21167,0.0,4,1,0,0
11680-14940,36.8,1,0,0,0
11290-21237,0.0,1,1,0,0
11290-21248,0.0,1,0,0,0
11290-21280,0.0,1,0,0,0
11290-21281,0.0,2,0,0,0
11500-100248737,199.66,5,0,1,6
11710-7027,187.95,4,1,0,4
11710-7034,144.58,3,1,0,0
11560-14055,79.06,1,0,0,0
11560-14058,0.0,1,1,0,0
11230-2279,0.0,1,0,0,0
11560-14067,0.0,1,0,0,0
11560-14068,0.0,1,0,0,0
11560-14069,0.0,1,0,0,0
11560-14070,0.0,2,0,0,0
11710-9909,59.57,1,0,0,0
11500-100253852,165.46,4,0,0,1
11200-8536,234.19,5,2,0,7
11560-13407,0.0,1,0,0,0
11560-13410,0.0,1,0,0,0
11560-13411,122.63,3,1,0,0
11560-13413,0.0,1,0,0,0
11560-13415,0.0,1,0,0,0
11560-13420,37.85,1,0,0,0
11560-13421,0.0,1,0,0,0
11680-16187,249.98,6,1,0,5
11290-6897,148.22,3,1,0,4
11560-13419,0.0,3,1,0,0
11290-7048,242.68,5,0,0,4
11290-7080,265.5,5,1,0,4
11290-28680,198.85,4,1,0,4
11440-100244236,176.95,4,0,1,3
11290-17753,307.97,6,2,1,9
11440-17060,154.6,3,1,0,3
11320-14700,79.4,2,1,0,5
11560-15116,60.85,1,0,0,0
11440-19689,260.96,7,1,1,8
11560-15118,0.0,1,0,0,0
11290-33678,0.0,2,0,0,0
11620-2774,0.0,1,0,0,0
11215-13644,0.0,3,0,0,0
11320-5487,26.07,1,0,0,1
11560-14662,76.43,1,0,0,0
11260-4845,178.33,3,1,0,0
11260-6508,193.88,4,1,0,0
11290-37933,0.0,3,1,0,0
11290-29138,161.23,3,1,0,3
11320-9630,179.72,4,1,0,4
11500-100352934,49.9,1,0,0,1
11290-40749,172.39,4,1,0,0
11290-40873,0.0,3,0,0,0
11170-14564,370.79,4,0,0,0
11290-41079,157.71,3,0,0,0
11290-4597,0.0,2,1,0,0
11350-12754,0.0,2,1,0,0
11350-5591,222.44,4,1,0,4
11680-10887,159.91,3,1,0,4
11440-8920,0.0,2,1,0,0
11440-30267,99.77,2,0,0,2
11560-16136,0.0,1,0,0,0
11560-16137,0.0,1,0,0,0
11560-16135,300.0,5,1,0,0
11215-19458,197.1386,7,2,1,39
11590-100193912,264.42,7,1,1,9
11710-20633,188.89,4,1,0,5
11560-13453,0.0,1,0,0,0
11560-13454,40.46,1,0,0,0
11500-100235442,199.7,5,0,1,3
11140-13445,0.0,3,0,0,0
11560-13773,127.35,2,0,0,0
11380-32907,0.0,2,1,0,0
11110-3350,0.0,1,0,0,0
11140-22607,229.9,3,1,0,0
11440-16898,204.93,4,1,0,3
11170-9096,268.92,5,0,0,3
11560-15363,77.33,1,0,0,0
11170-17505,85.2961,2,1,0,0
11290-12319,189.53,3,1,0,0
11215-21893,0.0,4,1,0,0
11170-17580,257.03,5,1,0,3
11740-10151,220.42,6,2,2,78
11560-14003,0.0,2,1,0,0
11140-1767,0.0,0,0,0,0
11560-13530,157.19,2,0,0,0
11560-11939,0.0,4,1,0,2
11500-14537,183.57,4,1,0,13
11740-13377,0.0,4,1,0,3
11290-22543,0.0,0,1,0,0
11620-10520,237.74,4,1,0,0
11560-14072,0.0,1,0,0,0
11560-7379,0.0,3,1,0,0
11560-14073,0.0,1,0,0,0
11560-14071,0.0,1,0,0,0
11560-13354,65.22,1,0,0,0
11680-5233,179.58,3,1,0,8
11560-5304,228.63,4,1,0,0
11290-24002,0.0,1,0,0,0
11560-16749,0.0,3,1,0,0
11305-17252,169.36,4,1,0,0
11680-6775,287.59,6,1,0,5
11440-17233,0.0,3,1,0,0
11440-18633,155.91,2,1,0,0
11500-26816,235.3,5,1,0,0
11290-2872,0.0,1,0,0,0
11290-28817,0.0,2,1,0,0
11290-28879,239.68,5,1,0,3
11680-6905,151.57,4,1,0,4
11620-21640,119.95,3,1,0,0
11680-6927,176.09,4,1,1,11
11560-15636,0.0,1,0,0,0
11560-15637,0.0,3,1,0,0
11560-15640,0.0,3,1,0,0
11110-13304,0.0,1,1,0,0
11290-3385,0.0,0,1,0,0
11230-19276,0.0,1,0,0,0
11470-14862,0.0,3,1,0,0
11230-32471,489.36,5,1,0,0
11230-33388,0.0,5,1,0,0
11290-12113,0.0,1,0,0,0
11470-16625,134.49,2,0,0,0
11110-27100,219.32,6,2,1,9
11290-34058,0.0,3,1,0,0
11560-14669,65.35,1,0,0,0
11560-14671,0.0,1,0,0,0
11350-7139,0.0,1,1,0,0
11290-38191,0.0,2,1,0,0
11350-8427,296.388,6,1,1,12
11110-15029,0.0,4,0,0,0
11560-14674,89.38,1,0,0,0
11290-38310,102.84,2,0,0,0
11350-8550,0.0,2,1,0,0
11215-12694,69.3,2,1,0,8
11230-21081,0.0,1,0,0,0
11410-10794,55.56,1,0,0,0
11290-41461,0.0,3,1,0,0
11290-41465,168.26,3,1,0,1
11530-23111,227.49,5,0,0,3
11290-4850,0.0,1,0,0,0
11560-13816,0.0,1,0,0,0
11290-4897,172.5,3,1,0,0
11680-100213827,220.84,6,1,0,7
11590-7062,160.41,4,1,0,16
11560-13821,0.0,1,0,0,0
11215-19224,185.28,4,0,1,6
11290-5103,0.0,1,0,0,0
11290-5106,0.0,1,0,0,0
11290-5116,0.0,1,0,0,0
11560-13822,0.0,1,0,0,0
11560-13824,64.81,1,0,0,0
11170-22457,0.0,3,1,0,0
11110-6166,196.84,5,1,1,5
11170-22657,0.0,3,1,0,3
11560-13461,0.0,1,0,0,0
11560-11521,199.2895,4,1,0,3
11560-13213,0.0,2,0,0,0
11560-13214,0.0,1,0,0,0
11560-13217,0.0,1,0,0,0
11500-100235782,223.78,5,0,1,3
11680-100216830,351.16,7,1,1,2
11560-15364,61.45,1,0,0,0
11500-18697,67.78,2,0,0,4
11560-15367,0.0,1,0,0,0
11710-24959,0.0,5,1,0,6
11110-4681,59.63,2,1,0,4
11215-17659,230.56,5,1,0,3
11560-15393,0.0,2,1,0,0
11560-12136,0.0,1,0,0,0
11140-20538,173.41,3,1,0,3
11140-20548,199.8,4,1,0,3
11680-100217029,149.82,4,2,1,8
11560-14011,0.0,2,1,0,0
11680-100231004,193.98,6,2,1,10
11560-14015,0.0,2,1,0,0
11590-27523,0.0,3,1,0,0
11560-14170,0.0,3,1,0,0
11560-14174,0.0,4,1,0,0
11560-14175,0.0,4,1,0,0
11560-14178,0.0,2,1,0,0
11560-14133,0.0,1,0,0,0
11440-3028,385.58,7,1,1,17
11560-14179,0.0,2,1,0,0
11560-13543,55.88,1,0,0,0
11140-10556,139.77,3,1,0,2
11140-18212,0.0,2,1,0,2
11140-20537,272.92,5,1,1,8
11560-100206156,138.73,3,1,1,29
11560-13533,399.57,7,1,0,0
11290-21534,101.27,3,1,0,0
11290-21542,0.0,3,1,0,6
11290-21569,0.0,3,1,0,0
11230-2582,0.0,2,0,0,0
11710-8528,224.64,5,1,0,9
11560-16606,143.66,3,1,0,0
11140-8803,165.63,4,2,1,4
11560-16611,197.5499,4,1,0,0
11290-2412,0.0,2,0,0,0
11215-17910,152.29,3,1,0,0
11170-22015,0.0,3,0,0,0
11170-22179,0.0,3,0,0,0
11290-2680,0.0,2,0,0,0
11290-26804,256.46,5,0,0,4
11560-14082,0.0,3,1,0,0
11560-14083,0.0,3,1,0,0
11215-5132,0.0,3,1,0,6
11290-26925,0.0,3,0,0,0
11140-9027,0.0,2,1,0,0
11410-100193903,89.47,2,0,0,1
11560-14698,0.0,1,0,0,0
11560-14699,0.0,1,0,0,0
11560-13873,0.0,1,0,0,0
11290-29277,152.87,3,1,0,6
11560-13879,0.0,1,0,0,0
11560-13880,0.0,1,0,0,0
11560-13881,0.0,1,0,0,0
11560-13882,55.52,1,0,0,0
11560-13883,243.82,5,0,0,5
11560-13884,60.94,1,0,0,0
11500-22705,65.13,3,1,0,2
11620-28534,234.33,5,1,0,7
11740-100262906,0.0,3,1,1,0
11215-22281,0.0,5,1,0,8
11620-30189,190.46,4,1,0,0
11290-34318,3144.17,3,1,0,2
11290-34319,0.0,3,1,0,0
11290-34320,0.0,3,1,0,0
11440-29129,123.13,3,1,0,0
11170-17635,274.27,6,2,1,9
11230-100265775,199.49,4,1,1,3
11440-33096,180.75,4,1,1,3
11290-38620,0.0,4,1,0,2
11215-13184,0.0,4,1,0,0
11290-41776,115.05,3,1,0,0
11260-16040,210.16,4,1,0,4
11560-13829,75.89,1,0,0,0
11560-13830,48.38,1,0,0,0
11290-5170,0.0,1,0,0,0
11560-13832,0.0,1,0,0,0
11560-13834,0.0,1,0,0,0
11170-22797,98.68,2,1,0,0
11260-4532,0.0,2,1,0,0
11560-13836,137.48,2,0,0,0
11560-13837,0.0,1,0,0,0
11290-5392,0.0,2,1,0,5
11560-13842,0.0,1,0,0,0
11290-30779,0.0,3,1,0,0
11290-42781,0.0,4,1,0,0
11170-15100,41.69,1,0,0,0
11170-15101,42.87,1,0,0,0
11710-23437,262.03,6,1,1,6
11590-14707,187.32,4,1,0,1
11170-2932,130.55,2,1,0,0
11320-11925,0.0,3,1,0,0
11560-14213,0.0,3,1,0,0
11560-14216,0.0,2,1,0,0
11560-14217,0.0,2,1,0,0
11140-3474,0.0,5,1,0,0
11560-14218,0.0,2,1,0,0
11560-14220,0.0,2,1,0,0
11170-9892,0.0,2,0,0,0
11560-14224,0.0,3,1,0,0
11560-12151,0.0,2,0,0,0
11560-12813,0.0,1,0,0,0
11560-13546,0.0,2,0,0,0
11170-24980,0.0,2,0,0,0
11140-2514,0.0,2,0,0,0
11560-13551,0.0,3,1,0,0
11560-14781,70.04,1,0,0,0
11560-13561,70.37,1,0,0,0
11410-16621,118.6,2,1,0,0
11560-13567,0.0,1,0,0,0
11560-13569,0.0,1,0,0,0
11560-13570,0.0,2,1,0,0
11560-13572,0.0,1,0,0,0
11560-13574,0.0,1,0,0,0
11560-16575,134.12,2,1,0,0
11560-16521,119.78,2,0,0,0
11560-16535,59.78,1,0,0,0
11560-16537,0.0,1,0,0,0
11710-7227,296.48,9,2,1,21
11530-12253,0.0,4,1,0,2
11560-13852,0.0,1,0,0,0
11290-21652,0.0,1,0,0,0
11290-21653,0.0,1,0,0,0
11560-15404,0.0,3,1,0,0
11290-21686,99.18,3,1,0,0
11290-21695,0.0,2,1,0,0
11530-15221,0.0,4,1,0,0
11680-3047,213.71,5,1,0,4
11560-4073,0.0,1,0,0,0
11560-4117,342.01,4,0,0,0
11410-29843,132.4,3,1,0,5
11410-29846,0.0,3,1,0,0
11560-12796,71.31,3,1,0,2
11560-16639,180.4,4,0,0,8
11290-2418,0.0,4,1,0,0
11380-100317815,67.85,2,0,0,2
11680-3094,0.0,3,1,0,0
11290-24186,0.0,6,2,0,0
11170-23989,242.32,5,1,0,4
11410-100222741,58.25,1,0,0,0
11410-12074,197.07,5,1,0,4
11290-27051,0.0,1,0,0,0
11560-26121,0.0,4,1,0,0
11290-11681,223.7,4,1,0,4
11290-27118,225.56,4,1,0,5
11290-27144,71.35,3,1,0,2
11560-19267,0.0,5,1,0,0
11350-8597,266.88,5,1,0,7
11290-27281,0.0,3,0,0,0
11680-3176,189.38,4,1,0,6
11560-13886,160.66,3,0,0,0
11410-1371,0.0,2,1,0,0
11290-27282,0.0,3,0,0,0
11320-15758,60.63,1,1,0,0
11560-15994,0.0,1,0,0,0
11560-13872,0.0,1,0,0,0
11290-30012,0.0,3,1,0,0
11560-15995,0.0,1,0,0,0
11560-15629,206.93,4,1,0,0
11560-11519,0.0,4,1,0,8
11560-15272,0.0,0,1,0,0
11320-11252,216.72,4,1,0,3
11500-100265632,199.85,4,2,1,22
11620-28511,0.0,3,1,0,0
11560-14536,0.0,1,0,0,0
11290-3450,77.9,2,1,0,0
11560-15647,282.69,4,1,0,0
11680-6999,168.65,4,0,0,4
11560-15648,0.0,5,1,0,0
11560-16027,0.0,1,0,0,0
11290-38929,36.15,3,0,0,2
11290-42161,0.0,0,1,0,0
11290-42162,110.6,4,0,0,35
11215-12047,118.39,2,1,0,0
11170-16668,109.35,2,0,0,0
11170-16731,0.0,1,0,0,0
11290-42105,64.37,1,0,0,0
11680-7027,208.66,5,1,0,4
11680-100309263,0.0,2,0,0,0
11710-24827,258.37,5,1,0,6
11170-23478,157.27,2,1,0,0
11500-100210708,342.66,7,0,1,1
11170-7442,0.0,2,0,0,0
11710-23544,139.23,4,1,0,8
11230-33019,56.11,1,0,0,0
11560-14225,0.0,3,1,0,0
11560-15206,0.0,1,0,0,0
11560-15150,60.74,1,0,0,0
11560-15152,78.44,1,0,0,0
11560-14226,0.0,3,1,0,0
11560-14228,0.0,3,1,0,0
11710-12645,398.43,7,1,1,21
11440-100264883,142.72,3,0,0,0
11215-12067,248.61,5,1,0,5
11560-14230,0.0,3,1,0,0
11560-14231,0.0,3,1,0,0
11560-12942,0.0,1,0,0,0
11560-12940,193.7,4,1,1,14
11200-23118,99.83,2,1,0,0
11560-11960,0.0,1,0,0,0
11560-11961,0.0,1,0,0,0
11440-8142,0.0,4,1,0,4
11560-15836,0.0,3,1,0,0
11560-13575,0.0,1,0,0,0
11560-15839,0.0,1,0,0,0
11560-15843,94.96,1,0,0,0
11560-15844,0.0,1,0,0,0
11215-24785,99.92,2,1,0,0
11560-16584,299.41,5,1,0,0
11560-16586,345.39,5,0,0,0
11560-15803,0.0,1,0,0,0
11140-23081,221.94,3,1,0,0
11560-15814,0.0,4,1,0,0
11560-15809,0.0,4,1,0,0
11170-17755,196.7949,4,1,0,3
11410-12398,237.63,5,1,0,7
11650-13247,264.46,6,1,1,10
11170-4550,170.1828,3,0,0,0
11440-100197912,199.04,4,0,0,2
11740-4704,197.98,4,1,0,3
11680-16084,189.3,4,1,0,0
11110-16969,119.08,3,1,0,0
11710-15328,167.59,4,1,0,4
11560-14025,0.0,2,1,0,0
11290-2430,64.9,1,1,0,0
11140-16090,189.79,6,1,0,5
11290-24435,0.0,4,0,0,0
11170-26947,203.63,4,0,0,3
11170-27042,0.0,1,0,0,0
11170-1138,73.14,2,1,0,5
11170-11288,190.12,4,1,0,2
11140-7269,68.24,2,0,0,0
11290-27286,0.0,3,1,0,0
11110-14007,0.0,3,1,0,0
11560-14702,0.0,1,0,0,0
11290-2735,0.0,3,0,0,0
11560-14704,0.0,1,0,0,0
11215-16784,0.0,4,1,0,3
11320-2389,123.52,5,1,1,13
11260-9963,0.0,4,1,0,0
11260-9974,0.0,2,1,0,0
11290-30186,0.0,4,0,0,0
11290-27617,229.95,5,1,1,8
11215-17399,0.0,2,1,0,0
11320-2682,112.72,2,0,0,0
11290-30178,0.0,4,1,1,25
11170-25589,33.86,2,1,0,5
11260-8692,145.41,3,1,0,6
11560-12613,0.0,1,0,0,0
11560-14546,0.0,1,0,0,0
11290-34681,0.0,1,0,0,0
11290-34682,0.0,1,0,0,0
11290-34683,43.45,1,0,0,0
11560-14307,0.0,1,0,0,0
11305-28037,0.0,3,1,0,0
11290-34811,0.0,1,1,0,0
11215-19460,227.04,4,1,0,3
11290-34812,0.0,1,0,0,0
11305-28718,0.0,2,0,0,0
11560-14312,0.0,4,1,0,0
11290-38930,0.0,1,0,0,0
11290-38948,0.0,1,0,0,0
11560-13612,0.0,2,1,0,0
11560-13613,0.0,1,0,0,0
11560-13614,0.0,1,0,0,0
11290-39190,49.54,1,1,0,0
11560-14096,0.0,1,0,0,0
11410-29791,164.92,4,1,0,1
11440-100266163,195.26,4,1,0,4
11560-15850,0.0,3,1,0,0
11290-4252,0.0,1,0,0,0
11290-4253,0.0,1,0,0,0
11290-4262,0.0,1,0,0,0
11560-13610,0.0,1,0,0,0
11290-42638,151.1,3,1,0,0
11290-4265,0.0,1,0,0,0
11110-1000000000000000882253,115.749,2,0,0,2
11440-23736,140.95,3,1,0,4
11650-16983,184.39,4,1,0,4
11710-22240,0.0,5,1,0,5
11710-23719,262.02,5,1,0,7
11680-4227,165.35,3,1,0,4
11215-12951,195.05,4,1,0,3
11500-100236822,199.81,4,0,0,2
11500-100236902,89.07,3,0,0,7
11560-16067,0.0,4,1,0,0
11560-16068,0.0,1,0,0,0
11560-16069,0.0,0,1,0,0
11710-100520401,48.75,1,0,0,1
11560-14194,0.0,2,1,0,0
11560-14196,0.0,3,1,0,0
11560-15940,0.0,3,1,0,0
11560-14140,0.0,1,0,0,0
11560-14190,0.0,3,1,0,0
11560-14141,0.0,4,1,0,0
11560-14142,0.0,4,1,0,0
11560-14145,0.0,4,1,0,0
11380-26135,0.0,1,0,0,0
11680-10983,231.67,5,1,0,5
11560-14148,0.0,2,1,0,0
11560-14149,0.0,2,1,0,0
11560-15852,0.0,2,1,0,0
11560-15853,0.0,3,1,0,0
11560-16589,153.3,3,1,0,0
11140-12390,0.0,3,1,0,0
11710-5753,0.0,2,1,0,0
11560-16595,0.0,1,1,0,0
11560-14180,0.0,3,1,0,0
11170-100206879,149.19,3,1,1,2
11560-14181,0.0,3,1,0,0
11560-14188,0.0,2,1,0,0
11560-12343,0.0,2,0,0,0
11560-12346,0.0,2,0,0,0
11680-6554,239.45,6,1,1,7
11170-4382,299.4,8,2,1,0
11710-7442,0.0,1,1,0,0
11710-11108,233.62,6,1,0,8
11560-16545,0.0,3,1,0,0
11440-12934,0.0,4,1,0,0
11560-15760,0.0,5,1,0,0
11710-8892,206.04,4,1,0,3
11560-14030,81.23,1,0,0,0
11290-22689,0.0,2,1,0,0
11560-14036,45.49,1,0,0,0
11170-27621,0.0,1,0,0,0
11170-27622,0.0,1,0,0,0
11305-7881,0.0,2,1,0,0
11560-12998,0.0,1,0,0,0
11560-12999,0.0,1,0,0,0
11530-17068,35.48,1,0,0,1
11560-13006,0.0,4,2,0,3
11215-6860,124.32,3,1,1,7
11230-3812,0.0,3,1,0,0
11290-2772,0.0,1,0,0,0
11290-27786,0.0,2,1,0,0
11290-27974,0.0,2,1,0,0
11560-12871,248.96,4,0,0,0
11560-12872,217.8,4,1,0,0
11290-11894,168.8,4,0,0,7
11290-28069,261.1,5,1,1,6
11560-15926,0.0,1,0,0,0
11560-15929,0.0,3,1,0,0
11560-15683,0.0,2,0,0,0
11560-15687,0.0,1,0,0,0
11560-15996,0.0,1,0,0,0
11290-30310,0.0,5,1,0,0
11290-30313,117.76,2,0,0,0
11290-14471,250.9,5,1,0,3
11560-15196,69.67,1,0,0,0
11560-15199,0.0,1,0,0,0
11290-31394,1.24,1,0,0,0
11230-1831,0.0,1,0,0,0
11290-35075,0.0,3,1,0,0
11290-28461,198.82,4,0,0,3
11305-2174,108.46,4,1,0,28
11230-20472,0.0,1,0,0,0
11560-14644,0.0,1,0,0,0
11560-28085,82.73,2,1,0,2
11560-14105,0.0,1,0,0,0
11560-12425,0.0,1,0,0,0
11320-15698,117.33,3,1,0,7
11410-563,190.59,3,0,0,0
11410-15488,181.72,4,1,0,5
11230-22386,0.0,4,1,0,8
11290-43192,162.22,3,1,0,0
11350-9947,0.0,3,1,0,0
11530-21445,52.58,2,1,0,2
11380-17089,459.4,8,2,0,23
11380-26156,0.0,1,0,0,0
11170-24015,0.0,3,0,0,0
11170-24294,0.0,1,0,0,0
11620-20892,198.06,4,1,0,4
11170-4213,108.69,2,1,0,0
11560-15665,0.0,4,1,0,0
11560-15667,0.0,4,1,0,0
11710-2752,0.0,2,1,0,0
11560-14125,0.0,1,0,0,0
11560-14121,0.0,1,0,0,0
11320-3830,147.48,3,1,0,5
11560-14126,0.0,1,0,0,0
11560-14129,0.0,1,0,0,0
