관리_전유_공용_면적_pk,층_구분_코드,층_번호,면적
11290-100058303,20.0,2,73.12
11290-100058304,20.0,3,73.12
11290-100058305,20.0,4,55.46
11290-100058306,40.0,0,18.28
11290-100058307,40.0,0,18.28
11290-100058308,40.0,0,18.28
11290-100058309,40.0,0,18.28
11740-100088840,10.0,1,39.58
11440-100064955,40.0,0,3.53
11560-100082587,40.0,0,3.1191
11710-100213502,40.0,0,62.084
11710-100213503,40.0,0,22.375
11710-100213504,40.0,0,28.041
11710-100213505,40.0,0,30.639
11710-100213506,40.0,0,11.043
11710-100213507,40.0,0,13.839
11710-100213416,20.0,1,68.97
11710-100213417,20.0,1,45.57
11680-1000000000000000364514,20.0,0,13.22
11650-100073819,10.0,1,211.65
11650-100073821,20.0,2,38.54
11650-100073825,20.0,2,41.1
11650-100073826,20.0,3,41.4
11410-100044799,,0,28.23
11545-100138265,20.0,1,0.46
11545-100138266,10.0,1,0.96
11545-100138267,40.0,0,6.2
11545-100138268,20.0,1,0.43
11545-100138269,10.0,1,0.91
11545-100138270,40.0,0,8.0
11545-100138271,10.0,1,1.17
11545-100138272,20.0,1,0.56
11545-100138273,40.0,0,6.85
11545-100138274,10.0,1,1.01
11545-100138275,20.0,1,0.48
11545-100138276,40.0,0,9.22
11545-100138277,20.0,1,0.65
11545-100138278,10.0,1,1.35
11545-100138279,40.0,0,7.25
11545-100138280,20.0,1,0.51
11545-100138281,10.0,1,1.06
11545-100138282,40.0,0,9.24
11545-100138360,20.0,2,30.78
11545-100138361,20.0,2,30.78
11545-100138362,20.0,2,30.78
11545-100138363,20.0,2,30.78
11545-100138364,20.0,3,30.78
11545-100138365,20.0,3,30.78
11545-100138366,20.0,3,30.78
11620-100104704,10.0,1,0.72
11620-100104708,40.0,0,8.21
11620-100104709,10.0,1,3.35
11620-100104710,10.0,1,0.74
11620-100104714,40.0,0,9.01
11620-100104715,10.0,1,3.68
11620-100104716,10.0,1,0.82
11620-100104702,40.0,0,7.94
11620-100104703,10.0,1,3.24
11620-100104663,20.0,1,9.24
11620-100104665,20.0,1,11.75
11620-100104667,20.0,2,16.25
11620-100104671,20.0,2,21.43
11620-100104673,20.0,2,22.15
11620-100104675,20.0,2,24.31
11620-100104678,40.0,0,3.42
11620-100104679,10.0,1,1.4
11620-100104680,10.0,1,0.31
11620-100104684,40.0,0,4.36
11620-100104685,10.0,1,1.78
11620-100104686,10.0,1,0.4
11680-100086076,20.0,1,1.07
11440-100062940,20.0,1,26.03
11215-100096659,20.0,4,5.33
11215-100096664,20.0,0,28.21
11215-100096665,20.0,0,29.51
11000-3957,20.0,1,8.01
11410-100045860,20.0,1,3.31
11620-100104690,40.0,0,6.03
11620-100104691,10.0,1,2.46
11620-100104692,10.0,1,0.55
11380-100124352,20.0,1,35.07
11380-100124353,20.0,1,28.5
11380-100124378,20.0,0,1.73
11380-100124379,20.0,0,1.4
11560-100099135,20.0,1,0.72
11560-100099136,40.0,0,8.12
11560-100099137,10.0,2,3.59
11710-100229774,20.0,1,23.1
11710-100229778,10.0,1,28.32
11710-100229784,20.0,1,1.601
11710-100229791,20.0,1,1.963
11710-100229792,10.0,1,11.98
11410-100045854,20.0,1,41.64
11500-100201414,20.0,2,39.22
11500-100201415,20.0,1,39.22
11500-100201416,20.0,1,39.22
11500-100201417,20.0,1,39.22
11500-100201418,20.0,1,39.22
11500-100201419,20.0,1,39.22
11500-100201420,20.0,1,40.28
11500-100201421,20.0,1,40.28
11500-100201422,20.0,1,41.34
11500-100201423,20.0,1,41.34
11500-100201424,20.0,1,41.34
11500-100201425,20.0,2,83.74
11500-100201426,20.0,2,40.28
11500-100201427,20.0,2,40.28
11500-100201428,20.0,2,63.6
11500-100201429,20.0,2,40.28
11500-100201430,20.0,2,40.28
11500-100201431,20.0,2,65.81
11500-100201432,20.0,2,58.38
11500-100201433,20.0,2,82.68
11500-100201434,20.0,2,80.56
11500-100201435,20.0,2,80.56
11500-100201436,20.0,2,83.74
11500-100201437,20.0,3,83.74
11500-100201438,20.0,3,40.28
11500-100201439,20.0,3,40.28
11500-100201440,20.0,3,63.6
11500-100201441,20.0,3,40.28
11500-100201442,20.0,3,40.28
11500-100201443,20.0,3,65.81
11500-100201444,20.0,3,58.38
11500-100201445,20.0,3,82.68
11500-100201446,20.0,3,80.56
11500-100201447,20.0,3,80.56
11500-100201448,20.0,3,83.74
11500-100201449,20.0,4,83.74
11500-100201450,20.0,4,40.28
11500-100201451,20.0,4,40.28
11500-100201408,20.0,1,41.34
11500-100201409,20.0,1,41.34
11500-100201410,20.0,1,41.34
11500-100201411,20.0,1,40.28
11500-100201412,20.0,1,40.28
11500-100201413,20.0,1,39.22
11530-100082621,20.0,1,77.9
11500-100195668,20.0,0,42.7183
11500-100195669,20.0,0,47.6203
11500-100195670,20.0,0,42.1441
11500-100195682,40.0,0,5.7785
11500-100195683,40.0,0,3.092
11500-100195684,40.0,0,7.4524
11500-100195685,40.0,0,6.4417
11500-100195686,40.0,0,8.3076
11500-100195687,40.0,0,3.4469
11500-100195688,40.0,0,15.0479
11500-100195689,40.0,0,3.053
11500-100195690,40.0,0,7.3545
11500-100195691,40.0,0,16.4839
11500-100195692,40.0,0,3.3441
11500-100195693,40.0,0,8.0559
11500-100195694,40.0,0,14.2466
11500-100195695,40.0,0,6.9625
11500-100195696,40.0,0,2.8901
11500-100195697,40.0,0,14.76
11500-100195698,40.0,0,2.9943
11500-100195699,40.0,0,7.2134
11500-100195700,40.0,0,14.4621
11380-100110892,10.0,1,0.81
11620-100104254,40.0,0,5.09
11620-100104255,20.0,1,1.17
11620-100104256,20.0,1,1.57
11620-100104257,20.0,0,9.51
11620-100104258,20.0,1,2.17
11620-100104259,20.0,1,2.94
11620-100104260,20.0,0,6.84
11500-100195701,40.0,0,2.9339
11500-100195702,40.0,0,7.0679
11500-100195703,40.0,0,7.6654
11500-100195704,40.0,0,1.555
11500-100195705,40.0,0,3.7462
11500-100195706,40.0,0,7.5632
11500-100195707,40.0,0,3.6962
11500-100195708,40.0,0,1.5343
11500-100195709,40.0,0,8.432
11500-100195710,40.0,0,4.1207
11500-100195711,40.0,0,1.7105
11500-100195712,40.0,0,8.734
11500-100195713,40.0,0,4.2684
11620-100104261,20.0,1,1.56
11620-100104262,20.0,1,2.11
11620-100104263,40.0,0,22.45
11545-100144138,20.0,1,5.035
11545-100144139,40.0,0,3.645
11545-100144140,20.0,1,5.035
11545-100144141,40.0,0,3.645
11545-100144142,20.0,1,5.035
11545-100144143,40.0,0,3.645
11545-100144144,20.0,1,5.035
11545-100144145,40.0,0,3.645
11545-100144147,40.0,0,3.645
11545-100144148,20.0,1,5.035
11545-100144149,40.0,0,3.1882
11545-100144150,20.0,1,4.404
11545-100144146,20.0,1,5.035
11545-100144096,20.0,0,74.09
11545-100144097,20.0,0,74.09
11545-100144098,20.0,0,426.2
11680-100080972,20.0,0,65.8
11545-100144151,40.0,0,2.311
11545-100144152,20.0,1,3.1923
11545-100144153,40.0,0,2.8242
11545-100144154,20.0,1,3.9012
11545-100144155,10.0,1,6.2334
11545-100144156,40.0,0,5.6398
11545-100144157,10.0,1,4.7401
11545-100144158,40.0,0,4.2888
11545-100144159,10.0,1,4.9579
11545-100144160,40.0,0,4.4858
11545-100144161,10.0,1,4.5477
11545-100144162,40.0,0,4.1146
11545-100144163,10.0,1,3.1664
11545-100144164,40.0,0,2.8649
11260-100071182,10.0,1,143.183
11545-100144165,10.0,1,3.99
11545-100144166,40.0,0,3.61
11545-100144167,10.0,1,6.1253
11545-100144168,40.0,0,5.5421
11545-100144169,10.0,1,5.2702
11545-100144170,40.0,0,4.7684
11545-100144171,10.0,1,5.2702
11545-100144172,40.0,0,4.7684
11545-100144173,10.0,1,6.1829
11545-100144174,40.0,0,5.5942
11545-100144175,10.0,1,6.1829
11545-100144176,40.0,0,5.5942
11545-100144177,10.0,1,4.8971
11545-100144178,40.0,0,4.4308
11545-100144179,10.0,1,4.5098
11545-100144180,40.0,0,4.0804
11545-100144181,10.0,1,14.3064
11545-100144182,40.0,0,12.9441
11545-100144183,10.0,1,34.5204
11545-100144184,40.0,0,31.2332
11545-100144185,40.0,0,2.77
11545-100144186,10.0,1,3.0615
11545-100144187,40.0,0,5.2066
11530-100080170,20.0,1,66.72
11545-100142000,40.0,0,7.1
11530-100081775,20.0,1,78.54
11500-100201567,21.0,0,68.69
11500-100201568,40.0,0,17.72
11470-9855,20.0,1,25.17
11500-100201569,21.0,0,60.93
11500-100201570,40.0,0,15.72
11560-100087532,20.0,0,0.51
11500-100201571,21.0,0,86.3
11500-100201572,40.0,0,22.26
11500-100201573,21.0,0,84.1
11500-100201574,40.0,0,21.69
11500-100201575,21.0,0,84.1
11500-100201576,40.0,0,21.69
11500-100201577,21.0,0,87.4
11500-100201578,40.0,0,22.54
11500-100201579,21.0,0,87.4
11500-100201580,40.0,0,22.54
11500-100201581,21.0,0,42.04
11500-100201582,40.0,0,10.84
11500-100201583,21.0,0,42.04
11500-100201584,40.0,0,10.84
11500-100201585,21.0,0,66.38
11500-100201586,40.0,0,17.12
11500-100201587,21.0,0,42.04
11500-100201588,40.0,0,10.84
11500-100201589,21.0,0,42.04
11500-100201590,40.0,0,10.84
11500-100201591,21.0,0,68.69
11500-100201592,40.0,0,17.72
11500-100201593,21.0,0,60.93
11380-100114962,20.0,1,1.1
11380-100114963,10.0,0,2.5
11380-100114964,20.0,1,1.58
11290-100050642,20.0,0,58.86
11260-100071265,20.0,1,3.209
11260-100071266,40.0,0,14.885
11260-100071267,20.0,3,1.595
11260-100071268,20.0,1,0.237
11260-100071269,10.0,2,2.224
11260-100071270,10.0,0,19.521
11470-9886,20.0,2,68.92
11440-100065240,20.0,4,35.96
11440-100065241,20.0,2,60.16
11440-100065242,20.0,3,60.16
11440-100065243,20.0,1,60.16
11440-100065260,20.0,1,28.37
11440-100065261,20.0,2,28.37
11440-100065267,40.0,0,5.46
11440-100065364,20.0,1,45.96
11440-100065366,20.0,1,67.12
11440-100065371,40.0,0,10.3
11440-100065373,40.0,0,15.04
11440-100065380,20.0,0,48.3
11440-100065385,40.0,0,12.16
11620-100114088,20.0,1,34.9
11620-100114103,20.0,2,114.12
11260-100069164,20.0,3,29.96
11260-100069165,20.0,4,12.51
11260-100069166,20.0,3,30.89
11260-100069167,20.0,4,15.6
11260-100069168,20.0,3,28.52
11260-100069169,20.0,3,26.25
11260-100069170,20.0,4,12.84
11260-100069186,40.0,0,7.64
11260-100069187,20.0,2,0.64
11260-100069188,10.0,1,0.75
11260-100069189,40.0,0,8.08
11260-100069190,10.0,1,0.79
11260-100069191,20.0,2,0.68
11260-100069192,40.0,0,8.31
11260-100069193,20.0,2,0.7
11260-100069194,10.0,1,0.82
11260-100069195,10.0,1,0.69
11260-100069196,40.0,0,7.04
11260-100069197,20.0,2,0.59
11260-100069198,40.0,0,6.75
11260-100069199,10.0,1,0.66
11260-100069201,20.0,4,0.28
11260-100069202,40.0,0,3.37
11260-100069203,20.0,3,0.57
11260-100069204,40.0,0,6.68
11260-100069205,10.0,1,0.27
11260-100069206,10.0,1,0.66
11260-100069207,40.0,0,2.79
11260-100069208,20.0,4,0.23
11260-100069209,20.0,3,0.56
11260-100069210,40.0,0,6.89
11260-100069211,20.0,4,0.29
11260-100069212,40.0,0,3.48
11260-100069213,10.0,1,0.34
11260-100069214,10.0,1,0.68
11260-100069215,20.0,3,0.58
11260-100069216,20.0,4,12.12
11260-100069217,10.0,1,0.27
11260-100069218,10.0,1,0.62
11260-100069219,20.0,4,0.22
11260-100069220,20.0,3,0.53
11260-100069221,40.0,0,2.71
11260-100069222,40.0,0,6.36
11260-100069223,40.0,0,5.86
11260-100069224,40.0,0,2.86
11260-100069225,10.0,1,0.58
11260-100069226,10.0,1,0.28
11260-100069227,20.0,4,0.24
11260-100069228,20.0,3,0.49
11260-100069200,10.0,1,0.33
11260-100069158,20.0,2,34.25
11260-100069159,20.0,2,36.24
11260-100069160,20.0,2,37.25
11260-100069161,20.0,2,31.53
11260-100069162,20.0,3,30.27
11260-100069163,20.0,4,15.11
11440-100065504,20.0,2,31.36
11440-100065505,40.0,0,31.36
11440-100065506,20.0,1,45.7
11440-100065511,20.0,2,37.52
11440-100065512,40.0,0,37.52
11440-100065513,20.0,2,39.36
11440-100065514,40.0,0,39.36
11440-100065515,40.0,0,41.26
11440-100065516,40.0,0,56.29
11560-100081220,40.0,0,10.47
11560-100081221,10.0,0,9.39
11710-100213508,20.0,0,42.47
11710-100213509,20.0,0,39.08
11710-100213510,20.0,0,60.9
