건축물대장 관립번호,용적율,주건축물수,세대수,가구수,주차 대수
11140-754,0.0,0,0,0,0
11410-23,0.0,2,13,0,3
11410-208,57.87,2,0,2,0
11140-758,0.0,0,0,0,0
11410-215,67.96,2,0,2,0
11410-227,0.0,2,0,3,0
11230-218,0.0,0,0,2,0
11140-759,0.0,0,0,1,0
11230-219,0.0,0,0,2,0
11560-1438,0.0,2,0,3,0
11230-22,0.0,0,0,2,0
11140-764,0.0,0,0,1,0
11230-222,176.36,2,17,0,12
11140-767,0.0,0,0,0,0
11410-100184996,0.0,2,0,0,0
11140-77,0.0,0,0,0,0
11410-12,0.0,2,6,0,0
11470-699,0.0,2,0,0,0
11500-100236582,198.37,2,24,0,17
11140-775,0.0,0,0,0,0
11200-490,0.0,0,0,1,0
11140-780,0.0,0,0,1,0
11470-100215245,119.9,10,0,0,328
11140-781,0.0,0,0,1,0
11140-786,0.0,0,0,1,0
11140-8,0.0,0,0,0,0
11140-801,0.0,0,0,1,0
11140-805,0.0,0,0,1,0
11140-809,0.0,0,6,0,0
11140-851,0.0,0,0,1,0
11560-182,67.88,3,0,0,0
11140-875,0.0,0,0,0,0
11140-878,0.0,0,0,1,0
11500-100265227,199.51,2,20,0,16
11140-880,0.0,0,0,1,0
11140-811,0.0,0,12,0,0
11140-819,0.0,0,0,0,0
11140-881,0.0,0,0,1,0
11140-882,0.0,0,0,1,0
11290-100192747,229.99,9,377,0,414
11140-9,0.0,0,0,0,0
11140-901,0.0,0,0,1,0
11140-902,0.0,0,0,1,0
11140-908,0.0,0,0,0,0
11140-914,0.0,0,0,1,0
11140-920,0.0,0,0,1,0
11380-100201027,199.92,2,14,0,13
11350-757,0.0,4,0,4,0
11140-823,0.0,0,0,1,0
11140-923,0.0,0,0,1,0
11140-825,0.0,0,0,0,0
11140-826,0.0,0,0,0,0
11410-100181877,0.0,2,0,2,0
11230-226,142.64,1,0,2,1
11140-847,0.0,0,0,0,0
11230-227,0.0,0,0,0,0
11410-100181903,0.0,2,0,2,0
11230-23,0.0,0,0,6,0
11410-100181781,0.0,2,0,2,0
11140-1128,0.0,0,0,0,0
11410-100181787,0.0,2,0,8,0
11290-1523,157.5,2,0,6,5
11410-439,43.92,2,0,3,2
11140-850,0.0,0,0,0,0
11140-924,0.0,0,0,1,0
11140-927,0.0,0,0,0,0
11140-93,0.0,0,0,1,0
11140-930,0.0,0,0,1,0
11140-931,0.0,0,0,1,0
11140-937,0.0,0,0,0,0
11140-947,0.0,0,0,1,0
11140-950,0.0,0,0,0,0
11140-955,0.0,0,0,0,0
11140-956,0.0,0,0,0,0
11140-958,0.0,0,0,0,0
11140-963,0.0,0,0,0,0
11410-267,209.0,2,14,0,7
11410-287,217.48,2,19,0,14
11140-965,0.0,0,0,1,0
11140-959,0.0,0,0,0,0
11140-96,0.0,0,0,0,0
11140-966,0.0,0,0,0,0
11140-960,0.0,0,0,1,0
11140-967,0.0,0,0,0,0
11140-968,0.0,0,0,0,0
11410-149,0.0,2,0,0,0
11410-15,0.0,2,12,0,0
11230-231,0.0,0,0,5,0
11410-100181529,0.0,0,0,3,0
11230-233,0.0,0,0,0,0
11140-977,0.0,0,0,2,0
11140-98,0.0,0,0,0,0
11140-987,0.0,0,0,1,0
11230-239,78.96,2,0,1,0
11230-24,0.0,0,0,8,0
11410-100182016,0.0,2,0,2,0
11410-100182020,0.0,2,0,2,0
11410-100182030,0.0,2,0,1,0
11140-988,180.23,2,0,0,0
11140-989,0.0,0,0,2,0
11140-99,0.0,0,0,1,0
11140-990,0.0,0,0,2,0
11140-992,0.0,0,0,1,0
11140-993,0.0,0,0,0,0
11140-995,0.0,0,0,2,0
11140-997,0.0,0,0,1,0
11410-528,0.0,2,18,0,0
11215-348,0.0,2,0,0,0
11230-100191842,0.0,2,0,0,0
11110-100186279,2.86,40,0,0,0
11230-100196891,55.0,2,0,0,0
11500-100202954,199.97,2,11,0,11
11230-1122,0.0,0,0,2,0
11230-1124,0.0,0,0,1,0
11470-741,125.25,2,0,0,14
11230-1125,210.92,2,0,0,0
11230-1186,0.0,0,0,0,0
11230-1195,0.0,0,0,2,0
11230-166,0.0,0,0,0,0
11230-242,2.44,2,0,0,122
11230-247,134.42,2,0,0,6
11230-307,0.0,0,0,1,0
11230-382,0.0,0,0,0,0
11230-459,0.0,0,0,0,0
11230-680,0.0,2,10,0,0
11230-681,0.0,2,34,0,0
11230-468,0.0,0,0,1,0
11230-254,362.81,1,0,4,0
11470-100196765,201.2611,2,20,0,16
11530-100185439,195.02,2,16,0,16
11710-41,0.0,5,0,4,4
11230-470,0.0,0,0,1,0
11230-868,0.0,0,0,1,0
11110-854,0.0,3,0,0,0
11230-874,0.0,0,0,1,0
11230-880,54.28,2,0,0,0
11320-100183330,200.9,3,18,0,18
11320-100183352,198.79,2,16,0,16
11320-100187470,209.39,2,12,0,12
11230-1118,0.0,0,0,2,0
11545-100185765,209.7,2,12,0,12
11290-100191307,222.0,2,81,0,111
11320-100189210,66.95,2,0,0,13
11320-100189610,234.98,2,16,0,14
11320-100189630,202.07,2,16,0,13
11320-100189649,218.77,2,16,0,13
11320-100190110,210.46,2,16,0,13
11320-100190190,215.69,2,16,0,13
11320-100191785,82.76,2,0,0,0
11320-100191974,246.58,2,12,0,12
11230-473,0.0,0,0,0,0
11320-100192544,244.44,2,12,0,12
11320-100183729,45.39,2,0,0,2
11320-100192804,219.69,2,20,0,16
11320-100193004,199.55,2,18,0,15
11230-483,0.0,0,0,0,0
11230-509,0.0,0,0,2,0
11545-204,56.9,2,0,1,3
11560-764,78.9,3,0,0,0
11230-638,189.93,2,0,24,7
11320-100194135,249.32,2,20,0,16
11320-100195743,216.59,2,20,0,16
11530-100184702,84.11,2,0,0,2
11620-100195982,51.41,3,0,0,0
11320-100193284,199.75,2,16,0,13
11320-100195783,245.62,3,29,0,24
11380-100196933,199.87,2,11,0,11
11320-100201499,249.5805,2,20,0,15
11320-100202780,245.08,4,40,0,32
11320-9,0.0,0,0,2,0
11320-100193364,199.96,2,20,0,16
11320-100206240,199.8,2,25,0,19
11320-100206333,245.29,2,16,0,21
11320-109,303.35,2,0,0,139
11320-162,203.62,2,0,0,64
11320-169,83.32,2,0,0,2
11320-182,54.49,0,0,0,2
11320-25,0.0,2,2,0,0
11320-29,0.0,0,0,0,0
11320-33,0.0,0,160,0,0
11320-100184998,223.47,2,12,0,12
11320-383,0.0,2,18,0,0
11230-27,0.0,0,0,2,0
11320-414,0.0,0,0,1,0
11320-415,0.0,0,0,2,0
11215-100186593,183.74,2,11,0,11
11230-271,134.23,1,0,1,0
11320-418,0.0,0,230,0,0
11320-430,138.69,2,19,0,0
11320-433,129.36,2,0,0,5
11320-436,67.37,2,0,0,2
11230-276,0.0,0,0,2,0
11560-100191062,106.683,2,0,0,0
11320-437,35.87,2,0,0,9
11230-279,0.0,0,0,2,0
11230-28,0.0,0,0,2,0
11230-281,0.0,0,0,4,0
11230-282,0.0,0,0,5,0
11545-829,138.91,4,0,0,94
11230-283,0.0,0,0,3,0
11590-100186930,0.0,0,0,0,0
11320-447,127.52,2,46,0,82
11320-449,109.81,2,32,0,64
11215-100186772,14.45,2,0,0,2
11230-284,0.0,0,0,2,0
11320-453,0.0,2,9,0,0
11320-456,0.0,0,19,0,0
11320-457,0.0,0,18,0,0
11320-466,241.95,2,16,0,11
11320-470,168.73,2,17,0,13
11230-286,0.0,4,0,4,0
11230-287,0.0,0,0,1,0
11320-476,38.01,1,0,0,0
11320-481,215.95,2,16,0,11
11320-485,234.39,2,16,0,13
11320-53,0.0,0,19,0,0
11350-404,162.86,2,57,0,62
11320-54,41.38,3,0,0,5
11320-84,229.3,2,19,0,25
11320-88,73.8822,2,0,0,0
11320-92,54.07,2,0,0,10
11215-710,0.0,2,0,2,0
11230-291,0.0,0,0,2,0
11230-296,0.0,0,0,4,0
11470-100216732,184.7,3,49,0,35
11470-49,0.0,2,0,2,0
11560-1855,0.0,2,0,0,0
11230-299,0.0,0,0,4,0
11230-30,0.0,0,0,1,0
11545-352,399.99,5,0,0,727
11650-173,0.0,2,10,0,0
11230-302,0.0,0,0,2,0
11230-303,0.0,0,0,2,0
11230-304,0.0,0,0,2,0
11350-280,30.77,15,0,0,0
11710-100227515,167.58,2,0,0,12
11320-440,0.0,9,160,0,0
11710-100229694,59.79,3,0,0,6
11230-31,0.0,0,0,0,0
11230-310,0.0,0,0,2,0
11140-100203854,0.0,0,0,0,0
11140-100204193,149.67,2,16,0,14
11140-100205514,140.28,3,0,0,120
11140-10,0.0,0,0,0,0
11410-446,52.49,2,0,2,0
11560-100191416,0.0,3,0,0,39
11500-100204229,0.0,2,16,0,16
11140-100207197,249.99,1,98,0,86
11545-100186586,187.5,2,0,6,6
11140-100207715,82.08,1,0,0,75
11140-100210653,0.0,0,0,0,0
11470-553,71.34,4,0,0,102
11140-100212373,98.67,2,0,0,46
11230-317,0.0,0,0,3,0
11110-100218546,43.0424,2,0,0,14
11140-100213793,206.81,2,0,2,0
11230-321,0.0,0,0,2,0
11230-322,0.0,0,0,5,0
11140-100226535,110.2897,2,0,0,0
11305-287,76.57,3,0,0,0
11320-100185258,245.98,2,92,0,104
11140-1003,0.0,0,0,1,0
11200-100207057,246.47,18,1148,0,1781
11230-328,0.0,0,0,3,0
11230-329,0.0,0,0,1,0
11260-50,269.85,4,153,0,186
11230-331,0.0,0,0,5,0
11230-332,0.0,0,0,18,0
11140-100178724,0.0,0,10,0,0
11140-100179244,0.0,0,0,0,0
11230-334,0.0,0,0,2,0
11140-100192210,198.56,2,0,0,0
11230-335,0.0,0,0,2,0
11260-55,67.05,4,0,0,60
11230-337,0.0,0,0,7,0
11140-101,0.0,0,0,0,0
11140-1038,0.0,0,0,1,0
11230-338,0.0,0,0,2,0
11470-100200736,237.34,2,20,0,16
11320-422,61.12,2,0,0,23
11530-100187422,141.27,2,16,0,16
11530-100187441,141.57,2,16,0,16
11230-34,0.0,0,0,2,0
11140-1040,0.0,0,0,1,0
11140-1043,0.0,0,0,1,0
11230-340,0.0,0,0,3,0
11140-1057,0.0,0,0,0,0
11230-341,0.0,0,0,3,0
11500-39,0.0,2,0,2,0
11140-1061,0.0,0,0,1,0
11230-343,0.0,0,0,2,0
11215-10,43.07,3,0,0,49
11140-1063,0.0,0,0,1,0
11500-100222712,147.96,2,0,0,63
11140-1064,0.0,0,0,0,0
11230-345,0.0,0,0,2,0
11170-100179353,39.1,3,0,0,0
11500-358,0.0,2,140,0,0
11170-110,125.07,2,0,0,24
11140-105,0.0,0,0,0,0
11140-1072,0.0,0,0,0,0
11140-1074,0.0,0,0,0,0
11230-350,0.0,0,0,24,0
11230-352,0.0,0,0,4,0
11230-353,0.0,0,0,4,0
11230-354,0.0,0,0,1,0
11140-1084,0.0,0,0,3,0
11230-356,0.0,0,0,3,0
11230-357,0.0,0,0,2,0
11170-78,149.65,2,17,0,4
11170-79,173.36,2,12,0,10
11170-82,118.92,2,0,2,0
11170-86,208.37,2,19,0,13
11170-87,209.09,2,19,0,9
11140-1087,0.0,0,0,0,0
11140-1092,0.0,0,0,1,0
11170-16,96.68,2,0,2,0
11170-168,249.88,2,66,0,72
11140-11,0.0,0,0,0,0
11170-174,54.02,2,0,1,0
11170-178,199.4,4,144,0,163
11170-181,113.46,2,0,8,0
11140-1103,0.0,0,0,1,0
11170-183,198.65,2,16,0,16
11140-1055,0.0,0,0,1,0
11140-1106,0.0,0,0,1,0
11170-188,127.68,3,0,0,2
11140-1107,0.0,0,0,2,0
11140-1109,0.0,0,0,1,0
11140-1112,0.0,0,0,0,0
11380-804,113.27,2,0,2,1
11140-1150,0.0,0,0,0,0
11140-1135,0.0,0,0,0,0
11380-810,0.0,3,0,3,0
11140-1155,0.0,0,0,0,0
11530-100240553,173.86,2,18,0,14
11140-1157,0.0,0,0,0,0
11200-98,188.58,2,16,0,11
11140-1137,0.0,0,0,0,0
11140-1159,0.0,0,0,1,0
11380-100281694,199.39,2,19,0,15
11560-1981,234.2,5,0,0,424
11140-1142,202.9,2,0,2,12
11440-426,354.47,5,391,0,360
11140-117,0.0,0,0,0,0
11500-308,72.67,4,0,0,61
11140-1171,0.0,0,0,2,0
11140-1172,0.0,0,0,0,0
11530-100187586,0.0,0,0,0,0
11140-1146,0.0,0,0,1,0
11590-100187390,0.0,0,0,0,0
11140-1174,67.68,5,0,0,16
11140-1177,0.0,0,0,0,0
11530-60,298.82,3,204,0,260
11350-668,0.0,5,0,5,0
11140-1149,0.0,0,0,1,0
11140-1183,0.0,0,0,0,0
11140-1185,0.0,0,0,1,0
11470-661,132.47,2,0,0,37
11350-669,0.0,2,0,2,0
11560-100191854,62.6,2,0,0,50
11140-1186,0.0,0,0,0,0
11320-100201660,174.65,2,23,0,19
11350-671,0.0,2,0,2,0
11350-673,0.0,2,0,2,0
11140-1187,0.0,0,0,0,0
11545-1,49.0872,2,0,0,0
11350-682,0.0,3,0,3,0
11500-100205888,0.0,3,0,0,0
11620-173,68.46,4,0,0,159
11140-1195,0.0,0,0,1,0
11140-1196,0.0,0,0,0,0
11140-1197,0.0,0,0,1,0
11140-1199,0.0,0,0,0,0
11140-1200,0.0,0,0,0,0
11140-221,210.35,2,0,12,0
11140-1213,0.0,0,0,0,0
11545-333,86.37,2,0,0,5
11140-1214,0.0,0,0,0,0
11350-711,287.63,2,145,0,145
11545-514,158.91,3,0,0,1
11140-1216,0.0,0,0,1,0
11140-1219,0.0,0,0,1,0
11140-1225,0.0,0,0,1,0
11140-123,0.0,0,0,0,0
11200-100213157,199.87,2,24,0,18
11200-100213198,99.59,2,0,0,0
11140-1244,0.0,2,0,0,0
11305-100213762,199.13,2,20,0,16
11140-1204,0.0,0,0,0,0
11200-100215699,128.06,2,0,0,82
11140-1245,95.11,2,0,1,2
11200-100215978,319.85,5,688,0,1120
11140-125,0.0,0,0,1,0
11140-1252,0.0,0,0,0,0
11470-705,72.27,3,0,0,0
11140-1206,0.0,0,0,0,0
11140-126,0.0,0,0,0,0
11200-100221597,312.1,43,2529,0,3819
11140-1267,0.0,0,0,0,0
11200-100213957,217.68,11,1156,0,1289
11350-718,363.27,3,215,0,219
11140-1275,0.0,0,0,0,0
11140-1276,0.0,0,0,0,0
11140-1277,0.0,0,0,2,0
11140-1278,0.0,0,0,0,0
11140-1281,0.0,0,0,2,0
11305-232,97.37,3,0,4,25
11140-1295,0.0,0,0,0,0
11140-1296,26.69,3,0,0,0
11140-1208,0.0,0,0,0,0
11350-727,0.0,3,0,3,0
11140-1211,0.0,0,0,1,0
11140-1298,0.0,0,0,0,0
11140-13,0.0,0,0,1,0
11140-1309,0.0,0,0,1,0
11140-1316,0.0,0,0,1,0
11140-1319,0.0,0,0,1,0
11140-1326,0.0,0,0,1,0
11140-1327,0.0,0,0,1,0
11140-133,0.0,0,0,0,0
11140-135,0.0,0,0,0,0
11140-142,0.0,0,0,0,0
11140-143,0.0,0,0,1,0
11140-144,0.0,0,0,0,0
11110-100222685,67.53,3,0,3,4
11650-177,0.0,2,18,0,0
11650-178,0.0,3,14,0,0
11650-180,0.0,2,8,0,0
11530-788,81.33,2,0,0,4
11650-182,64.78,2,0,0,8
11215-100193666,90.1,2,0,0,52
11470-100188409,158.56,4,92,0,106
11650-188,262.86,2,60,0,84
11650-190,249.4,2,138,0,237
11410-278,201.72,2,19,0,13
11650-193,249.93,2,63,0,206
11650-199,44.18,3,0,0,8
11350-752,106.11,2,0,2,0
11350-755,0.0,3,0,3,0
11350-756,0.0,3,0,3,0
11530-774,23.73,3,0,0,1
11650-2,0.0,7,984,0,222
11650-201,234.34,2,0,0,101
11650-203,32.46,2,0,0,0
11230-100194253,164.07,2,0,1,3
11545-100188085,48.82,2,0,0,5
11545-672,173.21,2,0,0,13
11380-134,106.25,5,0,0,68
11350-759,0.0,2,0,2,0
11650-205,91.61,2,8,0,2
11230-138,0.0,3,0,0,3
11650-206,90.61,2,8,0,2
11350-760,0.0,2,0,2,0
11350-762,0.0,3,0,3,0
11350-765,0.0,2,0,2,0
11350-766,0.0,3,0,3,0
11650-207,0.0,2,8,0,0
11650-209,0.0,3,18,0,0
11350-767,0.0,3,0,3,0
11350-768,0.0,2,0,2,0
11650-212,0.0,2,0,2,0
11260-100181754,0.0,1,128,0,0
11650-216,63.96,2,0,0,287
11500-100206449,199.33,2,16,0,15
11470-100204346,82.85,4,0,0,59
11350-770,0.0,2,0,2,0
11620-235,52.31,3,0,0,46
11470-11,0.0,10,0,10,0
11500-448,74.46,3,0,0,10
11110-398,96.07,2,0,1,5
11110-408,0.0,1,0,1,0
11470-12,0.0,4,0,4,0
11110-380,43.08,2,0,2,2
11350-774,0.0,3,0,3,0
11350-775,0.0,2,0,2,0
11110-24,0.0,0,0,0,0
11350-776,0.0,2,0,2,0
11350-777,0.0,2,0,2,0
11110-555,54.63,2,11,0,14
11110-557,57.71,2,0,1,1
11350-779,0.0,2,0,2,0
11470-127,0.0,2,0,2,0
11110-565,70.04,2,0,2,5
11110-566,66.48,2,5,0,8
11470-137,0.0,2,0,2,0
11470-138,0.0,2,0,2,0
11110-574,283.82,1,0,3,0
11350-781,0.0,3,0,3,0
11470-195,124.31,2,0,1,13
11110-581,105.03,2,0,0,0
11110-592,15.91,2,0,1,0
11350-784,0.0,2,0,2,0
11350-785,0.0,2,0,2,0
11350-786,0.0,4,0,4,0
11350-789,0.0,2,0,2,0
11350-791,0.0,2,0,2,0
11350-792,0.0,3,0,3,0
11110-611,0.0,2,0,1,0
11350-794,0.0,2,0,2,0
11110-919,0.0,1,0,1,0
11110-770,82.28,2,19,0,40
11350-795,0.0,2,0,2,0
11110-657,119.6,3,0,0,8
11350-798,0.0,5,0,5,0
11110-385,205.84,3,19,0,18
11350-8,0.0,2,0,2,0
11110-392,55.9,2,9,0,11
11110-395,206.45,2,16,0,12
11470-197,107.28,2,0,0,11
11350-800,0.0,4,0,4,0
11350-801,0.0,2,0,2,0
11110-469,80.44,3,0,0,12
11350-802,0.0,3,0,3,0
11470-206,74.67,3,0,0,0
11110-471,227.41,1,4,0,4
11650-454,0.0,2,6,0,0
11110-474,59.25,2,0,2,1
11110-682,68.5,2,0,0,0
11350-805,0.0,4,0,4,0
11650-455,171.67,2,16,0,48
11290-100234508,205.68,3,29,0,25
11650-456,179.17,2,16,0,26
11110-482,48.54,2,0,0,11
11110-483,48.64,1,0,1,2
11650-458,181.91,2,9,0,6
11650-462,0.0,4,320,0,0
11320-442,0.0,13,1980,0,0
11110-845,57.51,2,0,6,6
11350-100218108,186.49,2,0,0,8
11110-869,89.58,2,9,0,8
11560-100228247,199.84,2,22,0,18
11110-529,0.0,1,0,1,0
11650-470,0.0,3,208,0,0
11650-471,0.0,2,6,0,0
11170-22,179.84,2,8,0,13
11350-9,0.0,2,0,2,0
11170-28,74.99,2,0,4,0
11650-473,0.0,2,12,0,0
11470-100213456,197.65,2,25,0,13
11500-100211689,228.28,10,629,0,710
11170-31,92.82,2,0,2,0
11650-475,111.66,2,0,0,5
11650-477,0.0,2,6,0,0
11650-48,294.72,3,136,0,378
11170-40,110.33,2,6,0,9
11650-483,0.0,2,9,0,0
11260-536,190.45,2,12,0,8
11170-98,69.67,2,0,2,2
11500-100346453,85.79,2,0,0,0
11560-1801,0.0,2,0,0,0
11650-495,0.0,2,0,1,0
11170-113,54.7,2,0,1,0
11650-497,0.0,2,0,1,0
11170-115,138.81,2,0,0,5
11650-50,225.36,2,8,0,14
11650-363,463.07,2,84,0,267
11650-503,43.89,2,0,1,1
11650-505,0.0,2,0,1,0
11650-506,1.33,7,0,0,60
11650-55,197.11,2,11,0,11
11650-58,114.18,2,0,2,15
11650-516,0.0,3,0,0,0
11470-100207445,188.72,2,29,0,24
11650-63,213.7,2,8,0,11
11650-64,211.15,2,8,0,11
11650-65,283.69,3,122,0,268
11170-148,125.38,2,0,1,0
11650-70,298.02,2,0,0,39
11170-155,149.92,2,0,0,32
11650-52,298.28,1,89,0,227
11170-56,53.03,2,0,2,0
11170-57,37.67,2,0,2,0
11650-520,0.0,2,0,0,0
11650-417,0.0,2,0,0,0
11440-323,119.62,3,0,7,0
11170-66,96.35,2,0,4,0
11170-67,98.0,2,0,4,0
11170-70,51.19,2,0,2,4
11650-526,50.33,2,0,0,0
11200-30,233.33,2,16,0,11
11650-77,0.0,2,0,1,0
11650-83,36.03,6,0,0,44
11650-84,59.37,10,0,0,0
11200-35,216.08,2,16,0,11
11650-87,0.0,2,0,0,0
11380-142,0.0,3,0,2,0
11650-9,109.97,2,25,0,42
11200-530,235.7,2,16,0,11
11200-594,141.21,2,16,0,5
11200-1146,191.98,2,16,0,16
11740-120,68.22,3,0,0,17
11650-97,92.92,2,6,0,2
11110-577,49.7896,3,0,0,0
11215-100235627,199.61,2,20,0,16
11200-1152,175.34,2,0,0,0
11380-151,0.0,2,0,2,0
11380-152,0.0,2,0,2,0
11215-257,0.0,1,0,2,0
11680-100188433,81.04,2,0,0,10
11680-100195628,50.93,2,0,0,4
11680-100188507,46.25,2,0,0,0
11680-100195907,30.11,3,0,0,0
11260-100251450,276.35,2,229,0,261
11680-100193427,422.66,2,0,0,40
11680-100199627,271.29,9,476,0,582
11380-175,0.0,2,0,2,0
11215-27,218.86,2,15,0,12
11530-68,402.3,10,814,0,1064
11380-199,0.0,2,0,2,0
11590-484,0.0,3,0,3,0
11215-28,147.36,2,0,9,6
11545-100232784,299.84,2,0,0,192
11215-282,0.0,2,1,0,0
11680-100199908,58.15,4,0,0,62
11380-206,0.0,2,0,2,0
11680-100201267,0.0,0,0,0,0
11305-170,98.06,2,15,0,16
11380-258,0.0,3,0,3,0
11680-100202168,254.82,2,0,0,275
11680-100202728,57.3,2,0,0,55
11545-100259531,173.48,2,25,0,20
11680-100205004,198.71,2,29,0,10
11545-100259671,84.19,2,0,0,3
11305-551,219.09,2,12,0,8
11305-552,189.57,2,12,0,10
11305-553,218.48,2,12,0,8
11305-557,0.0,2,0,1,0
11380-264,0.0,2,0,2,0
11305-199,94.04,2,16,0,3
11305-200,86.28,2,12,0,3
11305-201,94.25,2,16,0,3
11680-100205508,266.4,5,0,0,626
11305-222,228.56,2,12,0,12
11305-228,69.14,3,0,3,0
11560-2101,0.0,9,0,2,0
11590-46,275.01,17,901,0,918
11680-335,149.78,2,10,0,18
11680-100207252,140.22,2,19,0,72
11680-100212167,162.5539,2,0,0,2
11620-339,295.16,2,0,0,138
11650-100231714,188.75,27,1264,0,1767
11110-100223285,0.0,2,0,0,0
11680-133,0.0,2,18,0,0
11290-1342,0.0,4,0,0,0
11380-279,0.0,4,0,3,0
11380-280,0.0,5,0,5,0
11380-281,0.0,2,0,1,0
11380-282,0.0,3,0,3,0
11680-134,0.0,2,6,0,0
11350-100181745,214.88,4,219,0,247
11680-139,0.0,2,12,0,0
11320-168,199.02,2,16,0,16
11680-142,0.0,2,12,0,0
11380-307,0.0,2,0,2,0
11380-310,0.0,2,0,2,0
11380-312,0.0,2,0,2,0
11380-314,0.0,2,0,2,0
11380-315,0.0,2,0,2,0
11380-316,0.0,2,0,2,0
11380-317,0.0,2,0,2,0
11215-160,96.53,2,0,2,0
11380-322,0.0,2,0,2,0
11380-341,0.0,2,0,2,0
11215-447,0.0,2,0,2,0
11215-448,0.0,2,0,1,0
11680-149,0.0,2,9,0,0
11215-330,0.0,1,0,2,0
11215-483,211.52,2,0,0,28
11680-15,225.67,2,92,0,301
11380-377,0.0,2,0,2,0
11215-350,0.0,2,0,2,0
11215-187,0.0,0,0,1,0
11215-202,231.03,1,8,0,8
11200-1239,0.7237,13,0,0,343
11380-378,0.0,3,0,3,0
11215-218,0.0,2,0,2,0
11200-333,0.0,25,0,0,0
11530-100202620,359.59,2,0,0,4
11215-490,184.9,2,19,0,19
11380-380,0.0,3,0,3,0
11530-652,0.0,7,0,7,0
11215-381,0.0,2,0,1,0
11380-388,0.0,2,0,2,0
11470-100201405,199.96,3,29,0,24
11320-250,0.0,0,0,0,0
11215-529,155.14,2,16,0,16
11380-389,0.0,3,0,3,0
11380-396,0.0,2,0,2,0
11380-398,0.0,2,0,3,0
11680-100219029,187.34,2,26,0,10
11680-100220769,199.63,2,20,0,16
11215-249,0.0,2,0,1,0
11380-406,0.0,2,0,2,0
11680-100215147,72.29,2,0,0,55
11230-826,0.0,0,0,0,0
11680-100218051,91.07,2,0,0,20
11680-100221469,257.67,3,240,0,397
11260-100205398,602.35,4,497,0,2090
11215-287,199.77,2,14,0,14
11680-100223109,181.42,16,1065,0,879
11680-100224210,99.21,12,96,0,106
11680-100224669,212.93,3,46,0,28
11215-283,143.63,2,13,0,0
11530-592,0.0,3,290,0,0
11380-463,0.0,2,0,2,0
11320-100218894,314.77,4,264,0,133
11380-466,0.0,3,0,3,0
11680-100240549,226.6,2,0,2,7
11380-467,0.0,2,0,2,0
11680-100242529,86.44,2,0,1,19
11215-100234119,199.82,2,29,0,14
11680-100243949,125.9,0,0,0,9
11380-473,0.0,2,0,2,0
11215-609,51.73,2,0,2,1
11215-368,0.0,2,16,0,0
11350-726,0.0,3,0,0,0
11680-100199848,65.8,4,0,0,0
11680-100249025,0.81,4,0,0,0
11680-100250871,72.11,2,0,0,11
11680-100251429,198.23,2,17,0,14
11215-84,0.0,1,0,0,0
11680-100251649,149.76,2,0,0,17
11680-100252990,26.75,2,0,0,6
11380-489,0.0,4,0,4,0
11680-100253071,211.67,2,22,0,17
11680-100253290,171.57,2,36,0,19
11410-100182013,0.0,2,0,1,0
11680-100259430,225.76,2,18,0,14
11680-100258930,187.29,2,29,0,20
11680-100259670,195.57,2,29,0,16
11680-100259050,198.02,3,29,0,26
11380-523,0.0,3,0,3,0
11650-100238395,99.18,2,0,0,0
11680-100295983,0.0,0,0,0,0
11215-100216406,199.52,2,24,0,23
11680-100259850,210.25,2,29,0,17
11680-100260111,26.98,2,0,0,13
11680-100260430,199.84,2,28,0,18
11410-100208612,91.17,2,0,3,0
11680-100261589,0.0,0,0,0,0
11170-39,37.08,2,0,1,4
11440-847,222.13,2,15,0,11
11680-100262050,140.37,2,7,0,13
11680-100262670,0.81,2,0,0,0
11380-525,0.0,2,0,2,0
11545-518,203.16,2,0,1,0
11740-100189299,209.46,2,16,0,16
11680-100265474,195.85,2,29,0,16
11680-102,299.8,2,144,0,270
11680-106,0.0,3,232,0,0
11440-1386,0.0,2,0,2,0
11440-815,0.0,3,0,0,0
11380-532,0.0,2,0,2,0
11680-110,0.0,5,30,0,0
11380-535,0.0,2,0,1,0
11380-536,0.0,5,0,5,0
11380-539,0.0,2,0,2,0
11560-35,0.0,2,0,0,0
11680-111,0.0,3,18,0,0
11680-112,0.0,2,24,0,0
11380-540,0.0,2,0,2,0
11680-114,0.0,2,12,0,0
11200-100243337,0.0,2,0,0,0
11380-561,0.0,2,0,2,0
11470-100212187,199.95,2,20,0,13
11680-125,0.0,1,32,0,0
11680-126,0.0,9,270,0,0
11680-127,0.0,2,8,0,0
11380-563,0.0,4,0,4,0
11380-564,0.0,3,0,3,0
11380-565,0.0,2,0,2,0
11560-100248008,299.85,2,0,0,55
11650-230,0.0,2,20,0,0
11650-233,298.91,2,117,1,216
11590-141,0.0,5,0,0,0
11380-58,0.0,3,0,3,0
11650-236,0.0,2,108,0,0
11650-240,0.0,2,169,0,0
11560-335,0.0,2,0,4,0
11590-441,0.0,11,0,11,0
11710-100540163,598.63,2,0,0,217
11140-132,0.0,3,0,1,0
11650-247,24.31,3,0,0,4
11290-2,204.16,1,4,0,3
11590-100217907,67.88,2,0,16,0
11380-581,0.0,2,0,2,0
11620-100268648,184.9,2,26,0,20
11650-249,0.0,2,0,0,76
11650-261,144.28,2,0,0,37
11380-583,0.0,3,0,3,0
11380-584,0.0,2,0,2,0
11380-587,0.0,3,0,3,0
11290-10,56.0,1,0,1,0
